place_fips,year,age,pop
0636770,2000,18,3484
0636770,2000,19,3967
0636770,2010,0,2385
0636770,2010,1,2302
0636770,2010,2,2381
0636770,2010,3,2507
0636770,2010,4,2430
0636770,2010,5,2503
0636770,2010,6,2566
0636770,2010,7,2533
0636770,2010,8,2470
0636770,2010,9,2665
0636770,2010,10,2487
0636770,2010,11,2606
0636770,2010,12,2570
0636770,2010,13,2563
0636770,2010,14,2626
0636770,2010,15,2655
0636770,2010,16,2707
0636770,2010,17,2719
0636770,2010,18,4582
0636770,2010,19,5436
0636770,2020,0,2834
0636770,2020,1,2931
0636770,2020,2,3035
0636770,2020,3,3424
0636770,2020,4,3387
0636770,2020,5,3685
0636770,2020,6,3532
0636770,2020,7,3770
0636770,2020,8,3704
0636770,2020,9,3637
0636770,2020,10,3796
0636770,2020,11,3799
0636770,2020,12,4004
0636770,2020,13,3890
0636770,2020,14,3759
0636770,2020,15,3807
0636770,2020,16,3816
0636770,2020,17,3723
0636770,2020,18,6198
0636770,2020,19,7291
0649670,2000,0,975
0649670,2000,1,898
0649670,2000,2,858
0649670,2000,3,764
0649670,2000,4,775
0649670,2000,5,751
0649670,2000,6,756
0649670,2000,7,699
0649670,2000,8,718
0649670,2000,9,656
0649670,2000,10,672
0649670,2000,11,648
0649670,2000,12,589
0649670,2000,13,634
0649670,2000,14,587
0649670,2000,15,517
0649670,2000,16,572
0649670,2000,17,627
0649670,2000,18,612
0649670,2000,19,532
0649670,2010,0,1157
0649670,2010,1,1106
0649670,2010,2,1006
0649670,2010,3,1052
0649670,2010,4,933
0649670,2010,5,926
0649670,2010,6,840
0649670,2010,7,837
0649670,2010,8,755
0649670,2010,9,721
0649670,2010,10,685
0649670,2010,11,642
0649670,2010,12,651
0649670,2010,13,657
0649670,2010,14,600
0649670,2010,15,634
0649670,2010,16,710
0649670,2010,17,683
0649670,2010,18,648
0649670,2010,19,584
0649670,2020,0,1000
0649670,2020,1,982
0649670,2020,2,957
0649670,2020,3,945
0649670,2020,4,934
0649670,2020,5,965
0649670,2020,6,885
0649670,2020,7,943
0649670,2020,8,882
0649670,2020,9,866
0649670,2020,10,865
0649670,2020,11,808
0649670,2020,12,825
0649670,2020,13,848
0649670,2020,14,773
0649670,2020,15,806
0649670,2020,16,810
0649670,2020,17,765
0649670,2020,18,637
0649670,2020,19,560
0656000,2000,0,1868
0656000,2000,1,1798
0656000,2000,2,1785
0656000,2000,3,1938
0656000,2000,4,1813
0656000,2000,5,1904
0656000,2000,6,1904
0656000,2000,7,1853
0656000,2000,8,1850
0656000,2000,9,1810
0656000,2000,10,1763
0656000,2000,11,1593
0656000,2000,12,1693
0656000,2000,13,1502
0656000,2000,14,1551
0656000,2000,15,1429
0656000,2000,16,1414
0656000,2000,17,1488
0656000,2000,18,1500
0656000,2000,19,1636
0656000,2010,0,1788
0656000,2010,1,1711
0656000,2010,2,1732
0656000,2010,3,1522
0656000,2010,4,1521
0656000,2010,5,1513
0656000,2010,6,1366
0656000,2010,7,1388
0656000,2010,8,1391
0656000,2010,9,1402
0656000,2010,10,1351
0656000,2010,11,1327
0656000,2010,12,1377
0656000,2010,13,1424
0656000,2010,14,1356
0656000,2010,15,1396
0656000,2010,16,1448
0656000,2010,17,1494
0656000,2010,18,1661
0656000,2010,19,1680
0656000,2020,0,1365
0656000,2020,1,1277
0656000,2020,2,1256
0656000,2020,3,1302
0656000,2020,4,1244
0656000,2020,5,1272
0656000,2020,6,1177
0656000,2020,7,1212
0656000,2020,8,1180
0656000,2020,9,1173
0656000,2020,10,1270
0656000,2020,11,1263
0656000,2020,12,1343
0656000,2020,13,1290
0656000,2020,14,1241
0656000,2020,15,1252
0656000,2020,16,1253
0656000,2020,17,1310
0656000,2020,18,1234
0656000,2020,19,1384
0669070,2000,0,1115
0669070,2000,1,1072
0669070,2000,2,988
0669070,2000,3,997
0669070,2000,4,1022
0669070,2000,5,1058
0669070,2000,6,1021
0669070,2000,7,1133
0669070,2000,8,1142
0669070,2000,9,1145
0669070,2000,10,1055
0669070,2000,11,1036
0669070,2000,12,900
0669070,2000,13,874
0669070,2000,14,924
0669070,2000,15,871
0669070,2000,16,937
0669070,2000,17,965
0669070,2000,18,1088
0669070,2000,19,2823
0669070,2010,0,978
0669070,2010,1,983
0669070,2010,2,981
0669070,2010,3,968
0669070,2010,4,914
0669070,2010,5,993
0669070,2010,6,858
0669070,2010,7,857
0669070,2010,8,905
0669070,2010,9,894
0669070,2010,10,896
0669070,2010,11,901
0669070,2010,12,857
0669070,2010,13,798
0669070,2010,14,872
0669070,2010,15,897
0669070,2010,16,926
0669070,2010,17,990
0669070,2010,18,1210
0669070,2010,19,1597
0669070,2020,0,796
0669070,2020,1,754
0669070,2020,2,764
0669070,2020,3,761
0669070,2020,4,737
0669070,2020,5,751
0669070,2020,6,790
0669070,2020,7,791
0669070,2020,8,792
0669070,2020,9,797
0669070,2020,10,801
0669070,2020,11,893
0669070,2020,12,900
0669070,2020,13,894
0669070,2020,14,853
0669070,2020,15,939
0669070,2020,16,889
0669070,2020,17,847
0669070,2020,18,1010
0669070,2020,19,1132
0807850,2000,0,812
0807850,2000,1,780
0807850,2000,2,798
0807850,2000,3,736
0807850,2000,4,762
0807850,2000,5,797
0807850,2000,6,692
0807850,2000,7,765
0807850,2000,8,780
0807850,2000,9,797
0807850,2000,10,817
0807850,2000,11,811
0807850,2000,12,777
0807850,2000,13,752
0807850,2000,14,790
0807850,2000,15,802
0807850,2000,16,782
0807850,2000,17,792
0807850,2000,18,2547
0807850,2000,19,4564
0807850,2010,0,852
0807850,2010,1,751
0807850,2010,2,756
0807850,2010,3,793
0807850,2010,4,803
0807850,2010,5,821
0807850,2010,6,752
0807850,2010,7,798
0807850,2010,8,788
0807850,2010,9,708
0807850,2010,10,690
0807850,2010,11,762
0807850,2010,12,741
0807850,2010,13,679
0807850,2010,14,680
0807850,2010,15,677
0807850,2010,16,721
0807850,2010,17,755
0807850,2010,18,2899
0807850,2010,19,5629
0807850,2020,0,639
0807850,2020,1,573
0807850,2020,2,661
0807850,2020,3,666
0807850,2020,4,708
0807850,2020,5,707
0807850,2020,6,767
0807850,2020,7,787
0807850,2020,8,821
0807850,2020,9,766
0807850,2020,10,956
0807850,2020,11,825
0807850,2020,12,898
0807850,2020,13,890
0807850,2020,14,945
0807850,2020,15,928
0807850,2020,16,941
0807850,2020,17,1011
0807850,2020,18,3640
0807850,2020,19,6074
0824950,2000,0,146
0824950,2000,1,173
0824950,2000,2,138
0824950,2000,3,131
0824950,2000,4,129
0824950,2000,5,110
0824950,2000,6,111
0824950,2000,7,118
0824950,2000,8,97
0824950,2000,9,112
0824950,2000,10,99
0824950,2000,11,92
0824950,2000,12,100
0824950,2000,13,66
0824950,2000,14,60
0824950,2000,15,87
0824950,2000,16,63
0824950,2000,17,77
0824950,2000,18,69
0824950,2000,19,49
0824950,2010,0,312
0824950,2010,1,342
0824950,2010,2,372
0824950,2010,3,352
0824950,2010,4,356
0824950,2010,5,410
0824950,2010,6,366
0824950,2010,7,396
0824950,2010,8,353
0824950,2010,9,345
0824950,2010,10,305
0824950,2010,11,286
0824950,2010,12,252
0824950,2010,13,260
0824950,2010,14,236
0824950,2010,15,239
0824950,2010,16,225
0824950,2010,17,224
0824950,2010,18,159
0824950,2010,19,128
0824950,2020,0,366
0824950,2020,1,378
0824950,2020,2,435
0824950,2020,3,454
0824950,2020,4,498
0824950,2020,5,497
0824950,2020,6,531
0824950,2020,7,521
0824950,2020,8,520
0824950,2020,9,516
0824950,2020,10,548
0824950,2020,11,550
0824950,2020,12,563
0824950,2020,13,544
0824950,2020,14,538
0824950,2020,15,494
0824950,2020,16,502
0824950,2020,17,483
0824950,2020,18,392
0824950,2020,19,278
0827425,2000,0,1402
0827425,2000,1,1433
0827425,2000,2,1396
0827425,2000,3,1379
0827425,2000,4,1391
0827425,2000,5,1353
0827425,2000,6,1419
0827425,2000,7,1396
0827425,2000,8,1441
0827425,2000,9,1438
0827425,2000,10,1513
0827425,2000,11,1494
0827425,2000,12,1437
0827425,2000,13,1462
0827425,2000,14,1411
0827425,2000,15,1433
0827425,2000,16,1388
0827425,2000,17,1352
0827425,2000,18,2592
0827425,2000,19,4540
0827425,2010,0,1661
0827425,2010,1,1601
0827425,2010,2,1660
0827425,2010,3,1719
0827425,2010,4,1610
0827425,2010,5,1650
0827425,2010,6,1658
0827425,2010,7,1513
0827425,2010,8,1646
0827425,2010,9,1630
0827425,2010,10,1507
0827425,2010,11,1506
0827425,2010,12,1547
0827425,2010,13,1504
0827425,2010,14,1581
0827425,2010,15,1514
0827425,2010,16,1552
0827425,2010,17,1571
0827425,2010,18,3089
0827425,2010,19,5347
0827425,2020,0,1443
0827425,2020,1,1368
0827425,2020,2,1484
0827425,2020,3,1481
0827425,2020,4,1633
0827425,2020,5,1724
0827425,2020,6,1727
0827425,2020,7,1779
0827425,2020,8,1796
0827425,2020,9,1797
0827425,2020,10,1807
0827425,2020,11,1830
0827425,2020,12,1867
0827425,2020,13,1902
0827425,2020,14,1794
0827425,2020,15,1829
0827425,2020,16,1882
0827425,2020,17,1716
0827425,2020,18,3637
0827425,2020,19,5837
0841835,2000,0,355
0841835,2000,1,393
0841835,2000,2,371
0841835,2000,3,357
0841835,2000,4,369
0841835,2000,5,325
0841835,2000,6,350
0841835,2000,7,400
0841835,2000,8,390
0841835,2000,9,354
0841835,2000,10,316
0841835,2000,11,379
0841835,2000,12,343
0841835,2000,13,351
0841835,2000,14,333
0841835,2000,15,317
0841835,2000,16,358
0841835,2000,17,313
0841835,2000,18,285
0841835,2000,19,238
0841835,2010,0,303
0841835,2010,1,350
0841835,2010,2,345
0841835,2010,3,367
0841835,2010,4,338
0841835,2010,5,355
0841835,2010,6,374
0841835,2010,7,375
0841835,2010,8,369
0841835,2010,9,348
0841835,2010,10,371
0841835,2010,11,339
0841835,2010,12,338
0841835,2010,13,322
0841835,2010,14,351
0841835,2010,15,318
0841835,2010,16,311
0841835,2010,17,349
0841835,2010,18,302
0841835,2010,19,208
0841835,2020,0,325
0841835,2020,1,295
0841835,2020,2,350
0841835,2020,3,369
0841835,2020,4,378
0841835,2020,5,380
0841835,2020,6,404
0841835,2020,7,420
0841835,2020,8,389
0841835,2020,9,388
0841835,2020,10,382
0841835,2020,11,413
0841835,2020,12,401
0841835,2020,13,431
0841835,2020,14,413
0841835,2020,15,400
0841835,2020,16,381
0841835,2020,17,442
0841835,2020,18,335
0841835,2020,19,252
0845970,2000,0,1144
0845970,2000,1,1118
0845970,2000,2,1112
0845970,2000,3,1098
0845970,2000,4,1065
0845970,2000,5,1063
0845970,2000,6,1076
0845970,2000,7,1151
0845970,2000,8,1119
0845970,2000,9,1152
0845970,2000,10,1134
0845970,2000,11,1121
0845970,2000,12,1076
0845970,2000,13,1101
0845970,2000,14,1129
0845970,2000,15,1031
0845970,2000,16,1038
0845970,2000,17,1095
0845970,2000,18,972
0845970,2000,19,820
0845970,2010,0,1154
0845970,2010,1,1190
0845970,2010,2,1291
0845970,2010,3,1320
0845970,2010,4,1258
0845970,2010,5,1327
0845970,2010,6,1326
0845970,2010,7,1320
0845970,2010,8,1349
0845970,2010,9,1295
0845970,2010,10,1324
0845970,2010,11,1195
0845970,2010,12,1300
0845970,2010,13,1221
0845970,2010,14,1129
0845970,2010,15,1121
0845970,2010,16,1234
0845970,2010,17,1243
0845970,2010,18,1092
0845970,2010,19,857
0845970,2020,0,912
0845970,2020,1,926
0845970,2020,2,1031
0845970,2020,3,998
0845970,2020,4,1132
0845970,2020,5,1122
0845970,2020,6,1086
0845970,2020,7,1133
0845970,2020,8,1147
0845970,2020,9,1186
0845970,2020,10,1284
0845970,2020,11,1318
0845970,2020,12,1338
0845970,2020,13,1286
0845970,2020,14,1365
0845970,2020,15,1362
0845970,2020,16,1403
0845970,2020,17,1331
0845970,2020,18,1207
0845970,2020,19,1079
0846355,2000,0,235
0846355,2000,1,234
0846355,2000,2,217
0846355,2000,3,232
0846355,2000,4,283
0846355,2000,5,329
0846355,2000,6,283
0846355,2000,7,321
0846355,2000,8,333
0846355,2000,9,357
0846355,2000,10,347
0846355,2000,11,351
0846355,2000,12,324
0846355,2000,13,361
0846355,2000,14,369
0846355,2000,15,323
0846355,2000,16,271
0846355,2000,17,269
0846355,2000,18,197
0846355,2000,19,155
0846355,2010,0,195
0846355,2010,1,190
0846355,2010,2,220
0846355,2010,3,228
0846355,2010,4,241
0846355,2010,5,242
0846355,2010,6,253
0846355,2010,7,228
0846355,2010,8,255
0846355,2010,9,245
0846355,2010,10,253
0846355,2010,11,239
0846355,2010,12,254
0846355,2010,13,269
0846355,2010,14,296
0846355,2010,15,313
0846355,2010,16,257
0846355,2010,17,298
0846355,2010,18,211
0846355,2010,19,142
0846355,2020,0,153
0846355,2020,1,146
0846355,2020,2,181
0846355,2020,3,209
0846355,2020,4,227
0846355,2020,5,237
0846355,2020,6,280
0846355,2020,7,272
0846355,2020,8,305
0846355,2020,9,287
0846355,2020,10,307
0846355,2020,11,275
0846355,2020,12,306
0846355,2020,13,325
0846355,2020,14,322
0846355,2020,15,294
0846355,2020,16,297
0846355,2020,17,273
0846355,2020,18,225
0846355,2020,19,171
0875640,2000,0,147
0875640,2000,1,170
0875640,2000,2,159
0875640,2000,3,164
0875640,2000,4,202
0875640,2000,5,164
0875640,2000,6,153
0875640,2000,7,172
0875640,2000,8,157
0875640,2000,9,169
0875640,2000,10,165
0875640,2000,11,162
0875640,2000,12,128
0875640,2000,13,112
0875640,2000,14,114
0875640,2000,15,121
0875640,2000,16,99
0875640,2000,17,95
0875640,2000,18,69
0875640,2000,19,69
0875640,2010,0,128
0875640,2010,1,152
0875640,2010,2,185
0875640,2010,3,190
0875640,2010,4,212
0875640,2010,5,234
0875640,2010,6,217
0875640,2010,7,241
0875640,2010,8,226
0875640,2010,9,264
0875640,2010,10,251
0875640,2010,11,252
0875640,2010,12,257
0875640,2010,13,213
0875640,2010,14,278
0875640,2010,15,215
0875640,2010,16,235
0875640,2010,17,186
0875640,2010,18,139
0875640,2010,19,102
0875640,2020,0,114
0875640,2020,1,124
0875640,2020,2,124
0875640,2020,3,111
0875640,2020,4,140
0875640,2020,5,157
0875640,2020,6,150
0875640,2020,7,175
0875640,2020,8,198
0875640,2020,9,190
0875640,2020,10,208
0875640,2020,11,201
0875640,2020,12,243
0875640,2020,13,223
0875640,2020,14,263
0875640,2020,15,236
0875640,2020,16,225
0875640,2020,17,256
0875640,2020,18,175
0875640,2020,19,153
0952000,2000,0,1810
0952000,2000,1,1860
0952000,2000,2,1676
0952000,2000,3,1725
0952000,2000,4,1678
0952000,2000,5,1682
0952000,2000,6,1768
0952000,2000,7,1908
0952000,2000,8,1850
0952000,2000,9,1843
0952000,2000,10,1974
0952000,2000,11,1748
0952000,2000,12,1782
0952000,2000,13,1656
0952000,2000,14,1632
0952000,2000,15,1574
0952000,2000,16,1606
0952000,2000,17,1674
0952000,2000,18,2650
0952000,2000,19,3406
0952000,2010,0,1867
0952000,2010,1,1790
0952000,2010,2,1922
0952000,2010,3,1818
0952000,2010,4,1753
0952000,2010,5,1612
0952000,2010,6,1539
0952000,2010,7,1606
0952000,2010,8,1553
0952000,2010,9,1555
0952000,2010,10,1574
0952000,2010,11,1556
0952000,2010,12,1456
0952000,2010,13,1523
0952000,2010,14,1541
0952000,2010,15,1605
0952000,2010,16,1614
0952000,2010,17,1698
0952000,2010,18,2732
0952000,2010,19,3637
0952000,2020,0,1490
0952000,2020,1,1523
0952000,2020,2,1465
0952000,2020,3,1520
0952000,2020,4,1477
0952000,2020,5,1616
0952000,2020,6,1564
0952000,2020,7,1573
0952000,2020,8,1623
0952000,2020,9,1654
0952000,2020,10,1729
0952000,2020,11,1723
0952000,2020,12,1817
0952000,2020,13,1710
0952000,2020,14,1650
0952000,2020,15,1634
0952000,2020,16,1575
0952000,2020,17,1670
0952000,2020,18,2689
0952000,2020,19,3731
1225175,2000,0,913
1225175,2000,1,906
1225175,2000,2,870
1225175,2000,3,817
1225175,2000,4,851
1225175,2000,5,855
1225175,2000,6,886
1225175,2000,7,933
1225175,2000,8,949
1225175,2000,9,985
1225175,2000,10,1015
1225175,2000,11,950
1225175,2000,12,1011
1225175,2000,13,959
1225175,2000,14,965
1225175,2000,15,998
1225175,2000,16,991
1225175,2000,17,1096
1225175,2000,18,3480
1225175,2000,19,5852
1225175,2010,0,1245
1225175,2010,1,1158
1225175,2010,2,1082
1225175,2010,3,1087
1225175,2010,4,932
1225175,2010,5,974
1225175,2010,6,857
1225175,2010,7,838
1225175,2010,8,800
1225175,2010,9,832
1225175,2010,10,836
1225175,2010,11,789
1225175,2010,12,845
1225175,2010,13,774
1225175,2010,14,806
1225175,2010,15,791
1225175,2010,16,915
1225175,2010,17,1051
1225175,2010,18,4042
1225175,2010,19,8307
1225175,2020,0,1257
1225175,2020,1,1247
1225175,2020,2,1221
1225175,2020,3,1325
1225175,2020,4,1180
1225175,2020,5,1158
1225175,2020,6,1095
1225175,2020,7,1128
1225175,2020,8,1155
1225175,2020,9,1078
1225175,2020,10,1117
1225175,2020,11,1037
1225175,2020,12,1043
1225175,2020,13,1016
1225175,2020,14,869
1225175,2020,15,997
1225175,2020,16,925
1225175,2020,17,1049
1225175,2020,18,3397
1225175,2020,19,7773
1724582,2000,0,920
1724582,2000,1,874
1724582,2000,2,881
1724582,2000,3,833
1724582,2000,4,807
1724582,2000,5,863
1724582,2000,6,788
1724582,2000,7,778
1724582,2000,8,873
1724582,2000,9,914
1724582,2000,10,799
1724582,2000,11,833
1724582,2000,12,832
1724582,2000,13,779
1724582,2000,14,826
1724582,2000,15,788
1724582,2000,16,832
1724582,2000,17,781
1724582,2000,18,1812
1724582,2000,19,2493
1724582,2010,0,827
1724582,2010,1,831
1724582,2010,2,866
1724582,2010,3,864
1724582,2010,4,897
1724582,2010,5,894
1724582,2010,6,864
1724582,2010,7,797
1724582,2010,8,771
1724582,2010,9,780
1724582,2010,10,755
1724582,2010,11,748
1724582,2010,12,723
1724582,2010,13,762
1724582,2010,14,718
1724582,2010,15,778
1724582,2010,16,736
1724582,2010,17,749
1724582,2010,18,1583
1724582,2010,19,2485
1724582,2020,0,644
1724582,2020,1,611
1724582,2020,2,654
1724582,2020,3,715
1724582,2020,4,741
1724582,2020,5,781
1724582,2020,6,748
1724582,2020,7,764
1724582,2020,8,752
1724582,2020,9,845
1724582,2020,10,869
1724582,2020,11,843
1724582,2020,12,905
1724582,2020,13,918
1724582,2020,14,865
1724582,2020,15,948
1724582,2020,16,934
1724582,2020,17,869
1724582,2020,18,1559
1724582,2020,19,2641
1805860,2000,0,595
1805860,2000,1,594
1805860,2000,2,557
1805860,2000,3,563
1805860,2000,4,550
1805860,2000,5,504
1805860,2000,6,488
1805860,2000,7,459
1805860,2000,8,445
1805860,2000,9,459
1805860,2000,10,447
1805860,2000,11,436
1805860,2000,12,409
1805860,2000,13,424
1805860,2000,14,435
1805860,2000,15,439
1805860,2000,16,463
1805860,2000,17,521
1805860,2000,18,2898
1805860,2000,19,6583
1805860,2010,0,679
1805860,2010,1,611
1805860,2010,2,636
1805860,2010,3,626
1805860,2010,4,564
1805860,2010,5,548
1805860,2010,6,494
1805860,2010,7,519
1805860,2010,8,513
1805860,2010,9,461
1805860,2010,10,472
1805860,2010,11,448
1805860,2010,12,414
1805860,2010,13,433
1805860,2010,14,451
1805860,2010,15,404
1805860,2010,16,427
1805860,2010,17,448
1805860,2010,18,2519
1805860,2010,19,7574
1805860,2020,0,614
1805860,2020,1,596
1805860,2020,2,593
1805860,2020,3,594
1805860,2020,4,611
1805860,2020,5,602
1805860,2020,6,576
1805860,2020,7,558
1805860,2020,8,591
1805860,2020,9,582
1805860,2020,10,538
1805860,2020,11,568
1805860,2020,12,551
1805860,2020,13,552
1805860,2020,14,550
1805860,2020,15,500
1805860,2020,16,520
1805860,2020,17,557
1805860,2020,18,3339
1805860,2020,19,6954
1938595,2000,0,623
1938595,2000,1,569
1938595,2000,2,594
1938595,2000,3,536
1938595,2000,4,539
1938595,2000,5,549
1938595,2000,6,571
1938595,2000,7,508
1938595,2000,8,535
1938595,2000,9,534
1938595,2000,10,576
1938595,2000,11,568
1938595,2000,12,544
1938595,2000,13,579
1938595,2000,14,535
1938595,2000,15,540
1938595,2000,16,564
1938595,2000,17,589
1938595,2000,18,1925
1938595,2000,19,3641
1938595,2010,0,708
1938595,2010,1,638
1938595,2010,2,631
1938595,2010,3,645
1938595,2010,4,582
1938595,2010,5,595
1938595,2010,6,580
1938595,2010,7,520
1938595,2010,8,558
1938595,2010,9,546
1938595,2010,10,539
1938595,2010,11,499
1938595,2010,12,534
1938595,2010,13,501
1938595,2010,14,493
1938595,2010,15,492
1938595,2010,16,543
1938595,2010,17,506
1938595,2010,18,1836
1938595,2010,19,4161
1938595,2020,0,726
1938595,2020,1,666
1938595,2020,2,720
1938595,2020,3,679
1938595,2020,4,725
1938595,2020,5,687
1938595,2020,6,644
1938595,2020,7,733
1938595,2020,8,650
1938595,2020,9,667
1938595,2020,10,662
1938595,2020,11,634
1938595,2020,12,628
1938595,2020,13,662
1938595,2020,14,526
1938595,2020,15,594
1938595,2020,16,626
1938595,2020,17,594
1938595,2020,18,993
1938595,2020,19,2890
2205000,2000,0,3146
2205000,2000,1,3132
2205000,2000,2,3097
2205000,2000,3,3106
2205000,2000,4,3021
2205000,2000,5,3072
2205000,2000,6,3073
2205000,2000,7,3172
2205000,2000,8,3099
2205000,2000,9,3193
2205000,2000,10,3127
2205000,2000,11,3012
2205000,2000,12,2997
2205000,2000,13,2997
2205000,2000,14,3115
2205000,2000,15,3124
2205000,2000,16,3025
2205000,2000,17,3189
2205000,2000,18,5637
2205000,2000,19,6979
2205000,2010,0,3075
2205000,2010,1,3064
2205000,2010,2,2977
2205000,2010,3,3011
2205000,2010,4,2865
2205000,2010,5,2695
2205000,2010,6,2811
2205000,2010,7,2853
2205000,2010,8,2803
2205000,2010,9,2796
2205000,2010,10,2929
2205000,2010,11,2748
2205000,2010,12,2783
2205000,2010,13,2748
2205000,2010,14,2667
2205000,2010,15,2792
2205000,2010,16,2894
2205000,2010,17,2995
2205000,2010,18,4512
2205000,2010,19,6353
2205000,2020,0,2669
2205000,2020,1,2634
2205000,2020,2,2574
2205000,2020,3,2706
2205000,2020,4,2794
2205000,2020,5,2650
2205000,2020,6,2614
2205000,2020,7,2636
2205000,2020,8,2607
2205000,2020,9,2499
2205000,2020,10,2712
2205000,2020,11,2607
2205000,2020,12,2618
2205000,2020,13,2610
2205000,2020,14,2493
2205000,2020,15,2519
2205000,2020,16,2532
2205000,2020,17,2756
2205000,2020,18,5263
2205000,2020,19,8110
2511000,2000,0,1009
2511000,2000,1,836
2511000,2000,2,806
2511000,2000,3,785
2511000,2000,4,689
2511000,2000,5,718
2511000,2000,6,687
2511000,2000,7,758
2511000,2000,8,736
2511000,2000,9,703
2511000,2000,10,796
2511000,2000,11,696
2511000,2000,12,758
2511000,2000,13,703
2511000,2000,14,711
2511000,2000,15,671
2511000,2000,16,674
2511000,2000,17,711
2511000,2000,18,2154
