place_fips,year,age,pop
0807850,2000,21,616.0706768125812
0807850,2000,22,629.9315890865582
0807850,2000,23,643.2900377311802
0807850,2000,24,656.0901567276769
0807850,2000,25,668.2774334612533
0807850,2000,26,679.7990930038604
0807850,2000,27,690.6044770585089
0807850,2000,28,700.6454137776112
0807850,2000,29,709.8765746913842
0807850,2000,30,718.2558150549177
0807850,2000,31,725.7444940440074
0807850,2000,32,732.3077713993843
0807850,2000,33,737.9148773348519
0807850,2000,34,742.5393527846223
0807850,2000,35,746.1592573656303
0807850,2000,36,748.7573427679272
0807850,2000,37,750.3211896558751
0807850,2000,38,750.8433065597437
0807850,2000,39,750.3211896558751
0807850,2000,40,748.7573427679272
0807850,2000,41,746.1592573656303
0807850,2000,42,742.5393527846223
0807850,2000,43,737.9148773348519
0807850,2000,44,732.3077713993843
0807850,2000,45,725.7444940440074
0807850,2000,46,718.2558150549177
0807850,2000,47,709.8765746913842
0807850,2000,48,700.6454137776112
0807850,2000,49,690.6044770585089
0807850,2000,50,679.7990930038604
0807850,2000,51,668.2774334612533
0807850,2000,52,656.0901567276769
0807850,2000,53,643.2900377311802
0807850,2000,54,629.9315890865582
0807850,2000,55,616.0706768125812
0807850,2000,56,601.7641344734637
0807850,2000,57,587.069379435535
0807850,2000,58,572.0440348135178
0807850,2000,59,556.7455605222632
0807850,2000,60,541.2308966525743
0807850,2000,61,525.5561221577838
0807850,2000,62,509.77613157534586
0807850,2000,63,493.9443322195287
0807850,2000,64,478.112363972266
0807850,2000,65,462.32984347444517
0807850,2000,66,446.6441341844927
0807850,2000,67,431.1001434302278
0807850,2000,68,415.74014723857505
0807850,2000,69,400.60364339070316
0807850,2000,70,385.72723282202344
0807850,2000,71,371.1445291714811
0807850,2000,72,356.8860959865073
0807850,2000,73,342.9794108122757
0807850,2000,74,329.4488551394266
0807850,2000,75,316.31572895558384
0807850,2000,76,303.5982884446933
0807850,2000,77,291.31180520579494
0807850,2000,78,279.46864522015886
0807850,2000,79,268.07836568309045
0807850,2000,80,257.1478277339799
0807850,2000,81,246.68132306474624
0807850,2000,82,236.68071236165497
0807850,2000,83,227.14557353719522
0807850,2000,84,218.07335773554274
0807850,2000,85,209.45955114511187
0807850,2010,0,256.0731156912916
0807850,2010,1,266.7997723925715
0807850,2010,2,277.8770434730248
0807850,2010,3,289.28953056552746
0807850,2010,4,301.0192679752695
0807850,2010,5,313.04569088185804
0807850,2010,6,325.34562306569
0807850,2010,7,337.8932853866475
0807850,2010,8,350.66032607338667
0807850,2010,9,363.61587368846943
0807850,2010,10,376.7266134199498
0807850,2010,11,389.95688711577037
0807850,2010,12,403.26881722592617
0807850,2010,13,416.62245455165373
0807850,2010,14,429.9759494241457
0807850,2010,15,443.28574565101155
0807850,2010,16,456.5067962807835
0807850,2010,17,469.59279994821895
0807850,2010,18,568.0830191408096
0807850,2010,19,583.0043234758668
0807850,2010,20,597.5973273347439
0807850,2010,21,611.804806603575
0807850,2010,22,625.5697414922217
0807850,2010,23,638.8356919702268
0807850,2010,24,651.5471788529837
0807850,2010,25,663.6500669884603
0807850,2010,26,675.0919468790713
0807850,2010,27,685.8225110020618
0807850,2010,28,695.7939210671085
0807850,2010,29,704.9611624732363
0807850,2010,30,713.2823822992141
0807850,2010,31,720.719207282251
0807850,2010,32,727.237038408165
0807850,2010,33,732.8053189505907
0807850,2010,34,737.3977730547656
0807850,2010,35,740.9926122598473
0807850,2010,36,743.572707688696
0807850,2010,37,745.1257260011217
0807850,2010,38,745.6442276007248
0807850,2010,39,745.1257260011217
0807850,2010,40,743.572707688696
0807850,2010,41,740.9926122598473
0807850,2010,42,737.3977730547656
0807850,2010,43,732.8053189505907
0807850,2010,44,727.237038408165
0807850,2010,45,720.719207282251
0807850,2010,46,713.2823822992141
0807850,2010,47,704.9611624732363
0807850,2010,48,695.7939210671085
0807850,2010,49,685.8225110020618
0807850,2010,50,675.0919468790713
0807850,2010,51,663.6500669884603
0807850,2010,52,651.5471788529837
0807850,2010,53,638.8356919702268
0807850,2010,54,625.5697414922217
0807850,2010,55,611.804806603575
0807850,2010,56,597.5973273347439
0807850,2010,57,583.0043234758668
0807850,2010,58,568.0830191408096
0807850,2010,59,552.8904763736132
0807850,2010,60,537.483240993699
0807850,2010,61,521.9170036458087
0807850,2010,62,506.24627876008003
0807850,2010,63,490.52410384147237
0807850,2010,64,474.80176120087776
0807850,2010,65,459.1285239177085
0807850,2010,66,443.5514274906719
0807850,2010,67,428.1150682949008
0807850,2010,68,412.8614296246017
0807850,2010,69,397.8297357656864
0807850,2010,70,383.0563342169947
0807850,2010,71,368.574605865896
0807850,2010,72,354.4149026280536
0807850,2010,73,340.6045117853389
0807850,2010,74,327.1676460031606
0807850,2010,75,314.12545778122285
0807850,2010,76,301.4960768918207
0807850,2010,77,289.2946691885628
0807850,2010,78,277.53351502671416
0807850,2010,79,266.22210542450586
0807850,2010,80,255.36725401260674
0807850,2010,81,244.97322276589006
0807850,2010,82,235.0418594866348
0807850,2010,83,225.57274500999895
0807850,2010,84,216.56334812925047
0807850,2010,85,208.0091862878772
0807850,2020,0,249.0373120422363
0807850,2020,1,259.46924569085485
0807850,2020,2,270.24216032186587
0807850,2020,3,281.34108064999555
0807850,2020,4,292.7485346015654
0807850,2020,5,304.44452239026646
0807850,2020,6,316.40650458075953
0807850,2020,7,328.6094103344116
0807850,2020,8,341.025666866364
0807850,2020,9,353.6252509554061
0807850,2020,10,366.37576313939263
0807850,2020,11,379.2425250011195
0807850,2020,12,392.1886997050813
0807850,2020,13,405.1754356871405
0807850,2020,14,418.16203312997493
0807850,2020,15,431.10613258071356
0807850,2020,16,443.9639247871473
0807850,2020,17,456.6903805492654
0807850,2020,18,562.3541711050032
0807850,2020,19,577.1250011569867
0807850,2020,20,591.570841487512
0807850,2020,21,605.6350450607836
0807850,2020,22,619.2611671042249
0807850,2020,23,632.393336758339
0807850,2020,24,644.9766343198055
0807850,2020,25,656.957470563945
0807850,2020,26,668.2839645181195
0807850,2020,27,678.9063159871002
0807850,2020,28,688.7771691070516
0807850,2020,29,697.8519632279168
0807850,2020,30,706.0892674953418
0807850,2020,31,713.4510956227059
0807850,2020,32,719.9031975104887
0807850,2020,33,725.4153245824294
0807850,2020,34,729.9614659633091
0807850,2020,35,733.5200529185871
0807850,2020,36,736.0741293077326
0807850,2020,37,737.6114861664468
0807850,2020,38,738.1247589231335
0807850,2020,39,737.6114861664468
0807850,2020,40,736.0741293077326
0807850,2020,41,733.5200529185871
0807850,2020,42,729.9614659633091
0807850,2020,43,725.4153245824294
0807850,2020,44,719.9031975104887
0807850,2020,45,713.4510956227059
0807850,2020,46,706.0892674953418
0807850,2020,47,697.8519632279168
0807850,2020,48,688.7771691070516
0807850,2020,49,678.9063159871002
0807850,2020,50,668.2839645181195
0807850,2020,51,656.957470563945
0807850,2020,52,644.9766343198055
0807850,2020,53,632.393336758339
0807850,2020,54,619.2611671042249
0807850,2020,55,605.6350450607836
0807850,2020,56,591.570841487512
0807850,2020,57,577.1250011569867
0807850,2020,58,562.3541711050032
0807850,2020,59,547.3148379319299
0807850,2020,60,532.0629772193959
0807850,2020,61,516.6537179983827
0807850,2020,62,501.1410249468339
0807850,2020,63,485.57740071160583
0807850,2020,64,470.0136104457873
0807850,2020,65,454.4984303331357
0807850,2020,66,439.07842154164325
0807850,2020,67,423.7977307131337
0807850,2020,68,408.69791776018735
0807850,2020,69,393.81781141038056
0807850,2020,70,379.1933926152527
0807850,2020,71,364.8577056317428
0807850,2020,72,350.8407962908283
0807850,2020,73,337.16967669507443
0807850,2020,74,323.86831533663343
0807850,2020,75,310.95765140227405
0807850,2020,76,298.45563183412935
0807850,2020,77,286.37726954536146
0807850,2020,78,274.7347210496719
0807850,2020,79,263.5373816528709
0807850,2020,80,252.79199627339105
0807850,2020,81,242.50278390610842
0807850,2020,82,232.67157371909184
0807850,2020,83,223.29795077457808
0807850,2020,84,214.37940939185546
0807850,2020,85,205.91151221887003
0845970,1990,0,643.7447832517003
0845970,1990,1,670.7106335110672
0845970,1990,2,698.557896787636
0845970,1990,3,727.2478629712897
0845970,1990,4,756.7353679209962
0845970,1990,5,786.9687135277579
0845970,1990,6,817.8896368598153
0845970,1990,7,849.433331477325
0845970,1990,8,881.5285235769072
0845970,1990,9,914.0976051412248
0845970,1990,10,947.0568257291682
0845970,1990,11,980.3165439533345
0845970,1990,12,1013.7815390594778
0845970,1990,13,1047.3513823546864
0845970,1990,14,1080.9208675352709
0845970,1990,15,1114.3804982507318
0845970,1990,16,1147.6170305163162
0845970,1990,17,1180.5140668638558
0845970,1990,18,895.0157362330726
0845970,1990,19,918.5242758919369
0845970,1990,20,941.5155776075887
0845970,1990,21,963.899484693988
0845970,1990,22,985.5861623774636
0845970,1990,23,1006.4866892966814
0845970,1990,24,1026.5136579045356
0845970,1990,25,1045.5817781794617
0845970,1990,26,1063.608478871332
0845970,1990,27,1080.514500394841
0845970,1990,28,1096.2244734444625
0845970,1990,29,1110.667477441908
0845970,1990,30,1123.7775730405565
0845970,1990,31,1135.4943031014132
0845970,1990,32,1145.7631568204094
0845970,1990,33,1154.5359920246178
0845970,1990,34,1161.771411061401
0845970,1990,35,1167.435086174665
0845970,1990,36,1171.5000307901457
0845970,1990,37,1173.9468137099757
0845970,1990,38,1174.7637138377222
0845970,1990,39,1173.9468137099757
0845970,1990,40,1171.5000307901457
0845970,1990,41,1167.435086174665
0845970,1990,42,1161.771411061401
0845970,1990,43,1154.5359920246178
0845970,1990,44,1145.7631568204094
0845970,1990,45,1135.4943031014132
0845970,1990,46,1123.7775730405565
0845970,1990,47,1110.667477441908
0845970,1990,48,1096.2244734444625
0845970,1990,49,1080.514500394841
0845970,1990,50,1063.608478871332
0845970,1990,51,1045.5817781794617
0845970,1990,52,1026.5136579045356
0845970,1990,53,1006.4866892966814
0845970,1990,54,985.5861623774636
0845970,1990,55,963.899484693988
0845970,1990,56,941.5155776075887
0845970,1990,57,918.5242758919369
0845970,1990,58,895.0157362330726
0845970,1990,59,871.0798599757603
0845970,1990,60,846.805735152022
0845970,1990,61,822.2811024647573
0845970,1990,62,797.5918494888116
0845970,1990,63,772.8215369009699
0845970,1990,64,748.0509600668601
0845970,1990,65,723.3577488045917
0845970,1990,66,698.8160076201716
0845970,1990,67,674.4959981763815
0845970,1990,68,650.4638652226819
0845970,1990,69,626.7814066864014
0845970,1990,70,603.505888112079
0845970,1990,71,580.689901142975
0845970,1990,72,558.3812652724173
0845970,1990,73,536.622971658126
0845970,1990,74,515.4531673944988
0845970,1990,75,494.9051782798047
0845970,1990,76,475.0075678002801
0845970,1990,77,455.7842297833689
0845970,1990,78,437.254511949102
0845970,1990,79,419.4333674124001
0845970,1990,80,402.33153105965164
0845970,1990,81,385.955717639318
0845970,1990,82,370.30883836694613
0845970,1990,83,355.39023284763425
0845970,1990,84,341.1959131609894
0845970,1990,85,327.71881703181276
0845970,2000,0,635.4179617727223
0845970,2000,1,662.0350094833453
0845970,2000,2,689.52206915747
0845970,2000,3,717.8409313992126
0845970,2000,4,746.9470162644931
0845970,2000,5,776.7892943579649
0845970,2000,6,807.3102563773252
0845970,2000,7,838.4459341522895
0845970,2000,8,870.1259758042103
0845970,2000,9,902.2737771733696
0845970,2000,10,934.8066711283641
0845970,2000,11,967.636175790729
0845970,2000,12,1000.6683020841168
0845970,2000,13,1033.803920358061
0845970,2000,14,1066.9391851495836
0845970,2000,15,1099.9660164405384
0845970,2000,16,1132.772635054073
0845970,2000,17,1165.2441491201428
0845970,2000,18,891.5838459969066
0845970,2000,19,915.0022434108296
0845970,2000,20,937.9053862029223
0845970,2000,21,960.2034633881624
0845970,2000,22,981.8069846595394
0845970,2000,23,1002.6273696199504
0845970,2000,24,1022.5775458818792
0845970,2000,25,1041.5725504638133
0845970,2000,26,1059.530128730691
0845970,2000,27,1076.371325013872
0845970,2000,28,1092.0210590074223
0845970,2000,29,1106.4086820742396
0845970,2000,30,1119.4685077086194
0845970,2000,31,1131.1403105912511
0845970,2000,32,1141.3697889368457
0845970,2000,33,1150.1089851710763
0845970,2000,34,1157.3166603784025
0845970,2000,35,1162.9586184306868
0845970,2000,36,1167.007976232247
0845970,2000,37,1169.4453770931113
0845970,2000,38,1170.2591448607675
0845970,2000,39,1169.4453770931113
0845970,2000,40,1167.007976232247
0845970,2000,41,1162.9586184306868
0845970,2000,42,1157.3166603784025
0845970,2000,43,1150.1089851710763
0845970,2000,44,1141.3697889368457
0845970,2000,45,1131.1403105912511
0845970,2000,46,1119.4685077086194
0845970,2000,47,1106.4086820742396
0845970,2000,48,1092.0210590074223
0845970,2000,49,1076.371325013872
0845970,2000,50,1059.530128730691
0845970,2000,51,1041.5725504638133
0845970,2000,52,1022.5775458818792
0845970,2000,53,1002.6273696199504
0845970,2000,54,981.8069846595394
0845970,2000,55,960.2034633881624
0845970,2000,56,937.9053862029223
0845970,2000,57,915.0022434108296
0845970,2000,58,891.5838459969066
0845970,2000,59,867.7397505839931
0845970,2000,60,843.5587036007903
0845970,2000,61,819.12810931314
0845970,2000,62,794.5335259645497
0845970,2000,63,769.8581938228338
0845970,2000,64,745.1825984480879
0845970,2000,65,720.5840719910133
0845970,2000,66,696.1364348078298
0845970,2000,67,671.9096791467105
0845970,2000,68,647.9696961285922
0845970,2000,69,624.3780467199379
0845970,2000,70,601.1917768836021
0845970,2000,71,578.4632766029861
0845970,2000,72,556.2401820101143
0845970,2000,73,534.565319415399
0845970,2000,74,513.4766896402336
0845970,2000,75,493.00749069688595
0845970,2000,76,473.18617654642384
0845970,2000,77,454.0365493966806
0845970,2000,78,435.5778827798838
0845970,2000,79,417.82507247403043
0845970,2000,80,400.788812203158
0845970,2000,81,384.47579096838194
0845970,2000,82,368.8889088223481
0845970,2000,83,354.0275079024039
0845970,2000,84,339.88761557962476
0845970,2000,85,326.46219665873093
0845970,2010,0,634.6159619656303
0845970,2010,1,661.1994146751462
0845970,2010,2,688.6517812529431
0845970,2010,3,716.9349005295492
0845970,2010,4,746.004248827953
0845970,2010,5,775.8088611601241
0845970,2010,6,806.2913008097619
0845970,2010,7,837.3876803447151
0845970,2010,8,869.0277366817376
0845970,2010,9,901.1349623478987
0845970,2010,10,933.6267945510297
0845970,2010,11,966.4148630910466
0845970,2010,12,999.4052975209542
0845970,2010,13,1032.4990933078702
0845970,2010,14,1065.592536058517
0845970,2010,15,1098.577682169137
0845970,2010,16,1131.3428935462032
0845970,2010,17,1163.7734233317149
0845970,2010,18,875.6221134884364
0845970,2010,19,898.6212590316841
0845970,2010,20,921.1143743872188
0845970,2010,21,943.0132564265596
0845970,2010,22,964.2300169582452
0845970,2010,23,984.6776614109029
0845970,2010,24,1004.2706762253479
0845970,2010,25,1022.9256194843949
0845970,2010,26,1040.5617091306765
0845970,2010,27,1057.1014030129313
0845970,2010,28,1072.470964963263
0845970,2010,29,1086.6010111438945
0845970,2010,30,1099.4270310130407
0845970,2010,31,1110.8898774454851
0845970,2010,32,1120.9362208029493
0845970,2010,33,1129.5189620797958
0845970,2010,34,1136.5976006472326
0845970,2010,35,1142.1385525791627
0845970,2010,36,1146.1154160591293
0845970,2010,37,1148.5091809336175
0845970,2010,38,1149.3083800844356
0845970,2010,39,1148.5091809336175
0845970,2010,40,1146.1154160591293
0845970,2010,41,1142.1385525791627
0845970,2010,42,1136.5976006472326
0845970,2010,43,1129.5189620797958
0845970,2010,44,1120.9362208029493
0845970,2010,45,1110.8898774454851
0845970,2010,46,1099.4270310130407
0845970,2010,47,1086.6010111438945
0845970,2010,48,1072.470964963263
0845970,2010,49,1057.1014030129313
0845970,2010,50,1040.5617091306765
0845970,2010,51,1022.9256194843949
0845970,2010,52,1004.2706762253479
0845970,2010,53,984.6776614109029
0845970,2010,54,964.2300169582452
0845970,2010,55,943.0132564265596
0845970,2010,56,921.1143743872188
0845970,2010,57,898.6212590316841
0845970,2010,58,875.6221134884364
0845970,2010,59,852.2048910775363
0845970,2010,60,828.4567494295453
0845970,2010,61,804.4635280404656
0845970,2010,62,780.3092534326966
0845970,2010,63,756.0756756509008
0845970,2010,64,731.84183934865
0845970,2010,65,707.6836922245716
0845970,2010,66,683.6737330533151
0845970,2010,67,659.8807010348426
0845970,2010,68,636.3693076630128
0845970,2010,69,613.2000117985433
0845970,2010,70,590.4288381291674
0845970,2010,71,568.1072387176362
0845970,2010,72,546.2819968819609
0845970,2010,73,524.9951722271971
0845970,2010,74,504.28408525852444
0845970,2010,75,484.18133965511043
0845970,2010,76,464.71487997611115
0845970,2010,77,445.90808230625754
0845970,2010,78,427.7798751300655
0845970,2010,79,410.3448875513151
0845970,2010,80,393.6136218478175
0845970,2010,81,377.5926472697004
0845970,2010,82,362.2848119509203
0845970,2010,83,347.68946980632313
0845970,2010,84,333.80271932765464
0845970,2010,85,320.617651268423
0845970,2020,0,636.8064090832171
0845970,2020,1,663.4816175172228
0845970,2020,2,691.0287389717407
0845970,2020,3,719.4094805598057
0845970,2020,4,748.5791649260153
0845970,2020,5,778.4866511710512
0845970,2020,6,809.0743043294395
0845970,2020,7,840.2780164544977
0845970,2020,8,872.0272819421837
0845970,2020,9,904.2453292455698
0845970,2020,10,936.8493105978869
0845970,2020,11,969.7505507795408
0845970,2020,12,1002.8548553393158
0845970,2020,13,1036.0628780192442
0845970,2020,14,1069.2705464443598
0845970,2020,15,1102.369544431629
0845970,2020,16,1135.2478485563083
0845970,2020,17,1167.7903158989382
0845970,2020,18,870.1103682929725
0845970,2020,19,892.964741990015
0845970,2020,20,915.31627078831
0845970,2020,21,937.0773067682526
0845970,2020,22,958.1605149648356
0845970,2020,23,978.4794484081043
0845970,2020,24,997.9491318178201
0845970,2020,25,1016.4866485154595
0845970,2020,26,1034.0117249393961
0845970,2020,27,1050.4473070399981
0845970,2020,28,1065.7201227936189
0845970,2020,29,1079.7612251102842
0845970,2020,30,1092.5065095202617
0845970,2020,31,1103.8972012094932
0845970,2020,32,1113.8803062317445
0845970,2020,33,1122.4090220536968
0845970,2020,34,1129.4431029843252
0845970,2020,35,1134.9491764969935
0845970,2020,36,1138.9010069657545
0845970,2020,37,1141.2797038995834
0845970,2020,38,1142.0738723619208
0845970,2020,39,1141.2797038995834
0845970,2020,40,1138.9010069657545
0845970,2020,41,1134.9491764969935
0845970,2020,42,1129.4431029843252
0845970,2020,43,1122.4090220536968
0845970,2020,44,1113.8803062317445
0845970,2020,45,1103.8972012094932
0845970,2020,46,1092.5065095202617
0845970,2020,47,1079.7612251102842
0845970,2020,48,1065.7201227936189
0845970,2020,49,1050.4473070399981
0845970,2020,50,1034.0117249393961
0845970,2020,51,1016.4866485154595
0845970,2020,52,997.9491318178201
0845970,2020,53,978.4794484081043
0845970,2020,54,958.1605149648356
0845970,2020,55,937.0773067682526
0845970,2020,56,915.31627078831
0845970,2020,57,892.964741990015
0845970,2020,58,870.1103682929725
0845970,2020,59,846.8405493808262
0845970,2020,60,823.2418942563174
0845970,2020,61,799.3997020848394
0845970,2020,62,775.3974704702389
0845970,2020,63,751.3164348682833
0845970,2020,64,727.2351423731715
0845970,2020,65,703.2290626184425
0845970,2020,66,679.3702380234682
0845970,2020,67,655.7269750981845
0845970,2020,68,632.3635779994728
0845970,2020,69,609.3401250199602
0845970,2020,70,586.7122881909106
0845970,2020,71,564.5311957017336
0845970,2020,72,542.843336385269
0845970,2020,73,521.690505095577
0845970,2020,74,501.1097874178736
0845970,2020,75,481.13358180218756
0845970,2020,76,461.7896569061221
0845970,2020,77,443.10124166985736
0845970,2020,78,425.08714542949775
0845970,2020,79,407.7619052035606
0845970,2020,80,391.13595716156874
0845970,2020,81,375.215829202441
0845970,2020,82,360.00435153209327
0845970,2020,83,345.50088213225956
0845970,2020,84,331.70154405336064
0845970,2020,85,318.59947154027594
0842495,1990,0,493.9185175760987
0842495,1990,1,514.6082895661854
0842495,1990,2,535.974332995133
0842495,1990,3,557.9869472102883
0842495,1990,4,580.6114796503165
0842495,1990,5,603.808264512834
0842495,1990,6,627.5325990808122
0842495,1990,7,651.7347600764407
0842495,1990,8,676.3600620836611
0842495,1990,9,701.3489597082853
0842495,1990,10,726.637194730604
0842495,1990,11,752.1559890535647
0842495,1990,12,777.8322837646863
0842495,1990,13,803.5890241174052
0842495,1990,14,829.3454897037122
0842495,1990,15,855.0176685416452
0842495,1990,16,880.518673245817
0842495,1990,17,905.7591968945666
0842495,1990,18,844.1086468068962
0842495,1990,19,866.2800576508756
0842495,1990,20,887.9636502335138
0842495,1990,21,909.0743958394789
0842495,1990,22,929.5275693559375
0842495,1990,23,949.2393071289345
0842495,1990,24,968.1271732153666
0842495,1990,25,986.1107287561458
0842495,1990,26,1003.1120990241712
0842495,1990,27,1019.0565325948693
0842495,1990,28,1033.8729470504418
0842495,1990,29,1047.4944556637113
0842495,1990,30,1059.8588696145318
0842495,1990,31,1070.9091704710252
0842495,1990,32,1080.5939479180474
0842495,1990,33,1088.8677980338575
0842495,1990,34,1095.691677799285
0842495,1990,35,1101.033211967089
0842495,1990,36,1104.8669489169665
0842495,1990,37,1107.1745626670672
0842495,1990,38,1107.9449987985151
0842495,1990,39,1107.1745626670672
0842495,1990,40,1104.8669489169665
0842495,1990,41,1101.033211967089
0842495,1990,42,1095.691677799285
0842495,1990,43,1088.8677980338575
0842495,1990,44,1080.5939479180474
0842495,1990,45,1070.9091704710252
0842495,1990,46,1059.8588696145318
0842495,1990,47,1047.4944556637113
0842495,1990,48,1033.8729470504418
0842495,1990,49,1019.0565325948693
0842495,1990,50,1003.1120990241712
0842495,1990,51,986.1107287561458
0842495,1990,52,968.1271732153666
0842495,1990,53,949.2393071289345
0842495,1990,54,929.5275693559375
0842495,1990,55,909.0743958394789
0842495,1990,56,887.9636502335138
0842495,1990,57,866.2800576508756
0842495,1990,58,844.1086468068962
0842495,1990,59,821.5342055990429
0842495,1990,60,798.6407548719914
0842495,1990,61,775.5110447752605
0842495,1990,62,752.2260777333274
0842495,1990,63,728.8646616229161
0842495,1990,64,705.5029962961495
0842495,1990,65,682.214296109003
0842495,1990,66,659.0684506195654
0842495,1990,67,636.1317251175875
0842495,1990,68,613.466502143063
0842495,1990,69,591.1310646542696
0842495,1990,70,569.1794210215105
0842495,1990,71,547.661171557974
0842495,1990,72,526.6214158593093
0842495,1990,73,506.10069981370475
0842495,1990,74,486.13500076873987
0842495,1990,75,466.75574900361727
0842495,1990,76,447.9898833583361
0842495,1990,77,429.85993861696136
0842495,1990,78,412.38416203159466
0842495,1990,79,395.5766562074644
0842495,1990,80,379.4475454474808
0842495,1990,81,364.00316257575844
0842495,1990,82,349.2462532224762
0842495,1990,83,335.1761945549569
0842495,1990,84,321.7892254794565
0842495,1990,85,309.0786854118983
0842495,2000,0,464.6475729365969
0842495,2000,1,484.11121318840054
0842495,2000,2,504.2110472080653
0842495,2000,3,524.9191344837883
0842495,2000,4,546.2028760585606
0842495,2000,5,568.0249568325225
0842495,2000,6,590.3433232923273
0842495,2000,7,613.111198895831
0842495,2000,8,636.2771390323489
0842495,2000,9,659.7851271284904
0842495,2000,10,683.5747130801051
0842495,2000,11,707.5811947658317
0842495,2000,12,731.735842941559
0842495,2000,13,755.9661693330069
0842495,2000,14,780.1962372414421
0842495,2000,15,804.3470134617364
0842495,2000,16,828.336759789505
0842495,2000,17,852.0814618723406
0842495,2000,18,847.2374933160482
0842495,2000,19,869.4910866393622
0842495,2000,20,891.2550535117493
0842495,2000,21,912.4440500430479
0842495,2000,22,932.9730370709547
0842495,2000,23,952.7578400852018
0842495,2000,24,971.7157175784517
0842495,2000,25,989.7659325299463
0842495,2000,26,1006.8303215553499
0842495,2000,27,1022.8338561499583
0842495,2000,28,1037.7051904157033
0842495,2000,29,1051.3771896972478
0842495,2000,30,1063.7874346599576
0842495,2000,31,1074.878695522477
0842495,2000,32,1084.5993714077176
0842495,2000,33,1092.9038900958144
0842495,2000,34,1099.7530638473463
0842495,2000,35,1105.1143974101662
0842495,2000,36,1108.9623448227821
0842495,2000,37,1111.278512174666
0842495,2000,38,1112.0518040716713
0842495,2000,39,1111.278512174666
0842495,2000,40,1108.9623448227821
0842495,2000,41,1105.1143974101662
