year,district_name,county_name,volumes,readings,agree,spread,chosen_volume,chosen_value
1985,JULESBURG RE-1,SEDGWICK,1986;1987,1986:383;1987:363,False,20,1986,383
1978,LIMON RE-4J,Lincoln,1986;1987,1986:498;1987:498,True,0,1986,498
1978,GENOA RE 13*,Lincoln,1986;1987,1986:76;1987:76,True,0,1986,76
1978,KARVAL RE-23,Lincoln,1986;1987,1986:76;1987:76,True,0,1986,76
1978,ARRIBA RE 31*,Lincoln,1986;1987,1986:62;1987:62,True,0,1986,62
1978,VALLEY RE-1,Logan,1986;1987,1986:3379;1987:3379,True,0,1986,3379
1978,FRENCHMAN RE-3,Logan,1986;1987,1986:230;1987:230,True,0,1986,230
1978,BUFFALO RE-4(J),Logan,1986;1987,1986:285;1987:285,True,0,1986,285
1978,PLATEAU RE-5,Logan,1986;1987,1986:160;1987:160,True,0,1986,160
1978,DEBEQUE 49JT,Mesa,1986;1987,1986:126;1987:126,True,0,1986,126
1978,PLATEAU VALLEY 50,Mesa,1986;1987,1986:338;1987:338,True,0,1986,338
1978,MESA COUNTY VALLEY 51,Mesa,1986;1987,1986:14584;1987:14584,True,0,1986,14584
1978,CREEDE CONSOLIDATED 1,Mineral,1986;1987,1986:163;1987:163,True,0,1986,163
1978,MOFFAT COUNTY RE: NO 1,Moffat,1986;1987,1986:2757;1987:2757,True,0,1986,2757
1978,MONTEZUMA-CORTEZ RE-1,Montezuma,1986;1987,1986:2978;1987:2978,True,0,1986,2978
1978,MANCOS RE-6,Montezuma,1986;1987,1986:448;1987:448,True,0,1986,448
1978,MONTROSE COUNTY RE-1J,MONTROSE,1986;1987,1986:4387;1987:4387,True,0,1986,4387
1978,BRUSH RE-2(J),Morgan,1986;1987,1986:1483;1987:1483,True,0,1986,1483
1978,FORT MORGAN RE-3,Morgan,1986;1987,1986:2808;1987:2808,True,0,1986,2808
1978,WELDON VALLEY RE-20(J),Morgan,1986;1987,1986:176;1987:176,True,0,1986,176
1978,WIGGINS RE-50(J),Morgan,1986;1987,1986:440;1987:440,True,0,1986,440
1978,EAST OTERO R-1,Otero,1986;1987,1986:2628;1987:2628,True,0,1986,2628
1978,ROCKY FORD R-2,Otero,1986;1987,1986:1585;1987:1585,True,0,1986,1585
1978,MANZANOLA 3J,Otero,1986;1987,1986:278;1987:278,True,0,1986,278
1978,FOWLER R-4J,Otero,1986;1987,1986:497;1987:497,True,0,1986,497
1978,CHERAW 31,Otero,1986;1987,1986:193;1987:193,True,0,1986,193
1978,SWINK,Otero,1986;1987,1986:354;1987:354,True,0,1986,354
1978,OURAY,Ouray,1986;1987,1986:170;1987:170,True,0,1986,170
1978,PLATTE CANYON,Park,1986;1987,1986:781;1987:781,True,0,1986,781
1978,PARK COUNTY,Park,1986;1987,1986:282;1987:282,True,0,1986,282
1978,HOLYOKE,Phillips,1986;1987,1986:612;1987:612,True,0,1986,612
1978,HAXTUN,Phillips,1986;1987,1986:354;1987:354,True,0,1986,354
1978,ASPEN,Pitkin,1986;1987,1986:1108;1987:1108,True,0,1986,1108
1978,GRANADA RE-1,Prowers,1986;1987,1986:374;1987:374,True,0,1986,374
1978,LAMAR RE-2,Prowers,1986;1987,1986:2133;1987:2133,True,0,1986,2133
1978,HOLLY RE-3,Prowers,1986;1987,1986:413;1987:413,True,0,1986,413
1978,WILEY RE-13 JT,Prowers,1986;1987,1986:257;1987:257,True,0,1986,257
1978,PUEBLO CITY 60,Pueblo,1986;1987,1986:22263;1987:22263,True,0,1986,22263
1978,PUEBLO COUNTY RURAL 70,Pueblo,1986;1987,1986:4994;1987:4994,True,0,1986,4994
1978,MEEKER RE1,Rio Blanco,1986;1987,1986:859;1987:859,True,0,1986,859
1978,RANGELY RE-4,Rio Blanco,1986;1987,1986:568;1987:568,True,0,1986,568
1978,DEL NORTE,Rio Grande,1986;1987,1986:827;1987:827,True,0,1986,827
1978,MONTE VISTA,Rio Grande,1986;1987,1986:1511;1987:1511,True,0,1986,1511
1978,SARGENT,Rio Grande,1986;1987,1986:392;1987:392,True,0,1986,392
1978,HAYDEN,Routt,1986;1987,1986:537;1987:537,True,0,1986,537
1978,STEAMBOAT SPRINGS,Routt,1986;1987,1986:1447;1987:1447,True,0,1986,1447
1978,SOUTH ROUTT,Routt,1986;1987,1986:473;1987:473,True,0,1986,473
1978,MOUNTAIN VALLEY,Saguache,1986;1987,1986:247;1987:247,True,0,1986,247
1978,MOFFAT,Saguache,1986;1987,1986:86;1987:86,True,0,1986,86
1978,CENTER 26 JT.,SAGUACHE,1986;1987,1986:615;1987:615,True,0,1986,615
1978,SILVERTON 1,SAN JUAN,1986;1987,1986:171;1987:171,True,0,1986,171
1978,TELLURIDE R-1,SAN MIGUEL,1986;1987,1986:210;1987:210,True,0,1986,210
1978,NORWOOD R-2J,SAN MIGUEL,1986;1987,1986:332;1987:332,True,0,1986,332
1978,EGNAR 18,SAN MIGUEL,1986;1987,1986:50;1987:50,True,0,1986,50
1978,JULESBURG RE-1,SEDGWICK,1986;1987,1986:395;1987:395,True,0,1986,395
1978,PLATTE VALLEY RE-3,SEDGWICK,1986;1987,1986:292;1987:292,True,0,1986,292
1978,SUMMIT RE-1,SUMMIT,1986;1987,1986:1280;1987:1280,True,0,1986,1280
1978,WOODLAND PARK RE-2,Teller,1986;1987,1986:1639;1987:1639,True,0,1986,1639
1978,AKRON R-1,Washington,1986;1987,1986:516;1987:516,True,0,1986,516
1978,ARICKAREE R-2,Washington,1986;1987,1986:149;1987:149,True,0,1986,149
1978,OTIS R-3,Washington,1986;1987,1986:183;1987:183,True,0,1986,183
1978,LONE STAR 101,Washington,1986;1987,1986:64;1987:64,True,0,1986,64
1978,WOODLIN 104,Washington,1986;1987,1986:135;1987:135,True,0,1986,135
1978,GILCREST RE-1,Weld,1986;1987,1986:1790;1987:1790,True,0,1986,1790
1978,EATON RE-2,Weld,1986;1987,1986:1151;1987:1151,True,0,1986,1151
1978,KEENESBURG RE-3(J),Weld,1986;1987,1986:1412;1987:1412,True,0,1986,1412
1978,WINDSOR RE-4,Weld,1986;1987,1986:1346;1987:1346,True,0,1986,1346
1978,JOHNSTOWN-MILLIKEN RE-5J,Weld,1986;1987,1986:1198;1987:1198,True,0,1986,1198
1978,GREELEY 6,Weld,1986;1987,1986:10434;1987:10434,True,0,1986,10434
1978,PLATTE VALLEY RE-7,Weld,1986;1987,1986:872;1987:872,True,0,1986,872
1978,FORT LUPTON RE-8,Weld,1986;1987,1986:1937;1987:1937,True,0,1986,1937
1978,AULT-HIGHLAND RE-9,Weld,1986;1987,1986:851;1987:851,True,0,1986,851
1978,GARFIELD,Garfield,1987,1987:173,True,0,1987,1724
1979,MAPLETON 1,Adams,1986;1987,1986:5030;1987:5030,True,0,1986,5030
1979,NORTHGLENN-THORNTON 12,Adams,1986;1987,1986:18762;1987:18762,True,0,1986,18762
1979,ADAMS COUNTY 14,Adams,1986;1987,1986:6028;1987:6028,True,0,1986,6028
1979,BRIGHTON 27J,Adams,1986;1987,1986:4175;1987:4175,True,0,1986,4175
1979,BENNETT 29J,Adams,1986;1987,1986:549;1987:549,True,0,1986,549
1979,STRASBURG 31J,Adams,1986;1987,1986:430;1987:430,True,0,1986,430
1979,WESTMINSTER 50,Adams,1986;1987,1986:13249;1987:13249,True,0,1986,13249
1979,ALAMOSA RE-11J,Alamosa,1986;1987,1986:2268;1987:2268,True,0,1986,2268
1979,SANGRE DE CRISTO RE-22J,Alamosa,1986;1987,1986:291;1987:291,True,0,1986,291
1979,ENGLEWOOD 1,Arapahoe,1986;1987,1986:3734;1987:3734,True,0,1986,3734
1979,SHERIDAN 2,Arapahoe,1986;1987,1986:1665;1987:1665,True,0,1986,1665
1979,CHERRY CREEK 5,Arapahoe,1986;1987,1986:19999;1987:19999,True,0,1986,19999
1979,LITTLETON 6,Arapahoe,1986;1987,1986:17203;1987:17203,True,0,1986,17203
1979,DEER TRAIL 26J,Arapahoe,1986;1987,1986:130;1987:130,True,0,1986,130
1979,ADAMS-ARAPAHOE 28J,Arapahoe,1986;1987,1986:22500;1987:22500,True,0,1986,22500
1979,BYERS 32J,Arapahoe,1986;1987,1986:342;1987:342,True,0,1986,342
1979,ARCHULETA COUNTY 50 JT,Archuleta,1986;1987,1986:975;1987:975,True,0,1986,975
1979,WALSH RE-1,Baca,1986;1987,1986:418;1987:418,True,0,1986,418
1979,PRITCHETT RE-3,Baca,1986;1987,1986:85;1987:85,True,0,1986,85
1979,SPRINGFIELD RE-4,Baca,1986;1987,1986:496;1987:496,True,0,1986,496
1979,VILAS RE-5,Baca,1986;1987,1986:84;1987:84,True,0,1986,84
1979,CAMPO RE-6,Baca,1986;1987,1986:111;1987:111,True,0,1986,111
1979,LAS ANIMAS RE-1,Bent,1986;1987,1986:976;1987:976,True,0,1986,976
1979,MC CLAVE RE-2,Bent,1986;1987,1986:221;1987:221,True,0,1986,221
1979,ST. VRAIN VALLEY RE 1J,Boulder,1986;1987,1986:14595;1987:14595,True,0,1986,14595
1979,BOULDER VALLEY RE 2(J),Boulder,1986;1987,1986:21358;1987:21358,True,0,1986,21358
1979,BUENA VISTA R-31,Chaffee,1986;1987,1986:1217;1987:1217,True,0,1986,1217
1979,SALIDA R-32(J),Chaffee,1986;1987,1986:1416;1987:1416,True,0,1986,1416
1979,KIT CARSON R-1,Cheyenne,1986;1987,1986:119;1987:119,True,0,1986,119
1979,CHEYENNE COUNTY RE-5*,Cheyenne,1986;1987,1986:282;1987:282,True,0,1986,282
1979,ARAPAHOE R-3*,Cheyenne,1986;1987,1986:64;1987:64,True,0,1986,64
1979,CLEAR CREEK RE-1,Clear Creek,1986;1987,1986:1244;1987:1244,True,0,1986,1244
1979,NORTH CONEJOS RE-1J,Conejos,1986;1987,1986:1182;1987:1182,True,0,1986,1182
1979,SANFORD 6J,Conejos,1986;1987,1986:318;1987:318,True,0,1986,318
1979,SOUTH CONEJOS RE-10,Conejos,1986;1987,1986:678;1987:678,True,0,1986,678
1979,CENTENNIAL R-1,Costilla,1986;1987,1986:556;1987:556,True,0,1986,556
1979,SIERRA GRANDE R-30,Costilla,1986;1987,1986:258;1987:258,True,0,1986,258
1979,CROWLEY COUNTY RE-1-J,Crowley,1986;1987,1986:528;1987:528,True,0,1986,528
1979,CONSOLIDATED C-1,Custer,1986;1987,1986:279;1987:279,True,0,1986,279
1979,DELTA COUNTY 50(J),Delta,1986;1987,1986:4197;1987:4197,True,0,1986,4197
1979,DENVER COUNTY 1,Denver,1986;1987,1986:65128;1987:65128,True,0,1986,65128
1979,DOLores COUNTY RE NO.1,Dolores,1986;1987,1986:373;1987:373,True,0,1986,373
1979,DOUGLAS COUNTY RE 1(J),Douglas,1986;1987,1986:6498;1987:6498,True,0,1986,6498
1979,EAGLE COUNTY RE 50(J),Eagle,1986;1987,1986:1802;1987:1802,True,0,1986,1802
1979,ELIZABETH C-1,Elbert,1986;1987,1986:895;1987:895,True,0,1986,895
1979,KIOWA C-2,Elbert,1986;1987,1986:185;1987:185,True,0,1986,185
1979,BIG SANDY 100(J),Elbert,1986;1987,1986:291;1987:291,True,0,1986,291
1979,ELBERT 200,Elbert,1986;1987,1986:166;1987:166,True,0,1986,166
1979,AGATE,Elbert,1986;1987,1986:49;1987:49,True,0,1986,49
1979,CALHAN,El Paso,1986;1987,1986:313;1987:313,True,0,1986,313
1979,HARRISON,El Paso,1986;1987,1986:7020;1987:7020,True,0,1986,7020
1979,WIDEFIELD,El Paso,1986;1987,1986:6961;1987:6961,True,0,1986,6961
1979,FOUNTAIN,El Paso,1986;1987,1986:3310;1987:3310,True,0,1986,3310
1979,COLORADO SPRINGS,El Paso,1986;1987,1986:32033;1987:32033,True,0,1986,32033
1979,CHEYENNE MOUNTAIN,El Paso,1986;1987,1986:2018;1987:2018,True,0,1986,2018
1979,MANITOU SPRINGS,El Paso,1986;1987,1986:1166;1987:1166,True,0,1986,1166
1979,ACADEMY 20,El Paso,1986;1987,1986:5231;1987:5231,True,0,1986,5231
1979,ELLICOTT 22,El Paso,1986;1987,1986:409;1987:409,True,0,1986,409
1979,PEYTON 23 JT,El Paso,1986;1987,1986:210;1987:210,True,0,1986,210
1979,HANOVER 28,El Paso,1986;1987,1986:53;1987:53,True,0,1986,53
1979,LEWIS-PALMER 38,El Paso,1986;1987,1986:1302;1987:1302,True,0,1986,1302
1979,FALCON 49,El Paso,1986;1987,1986:1370;1987:1370,True,0,1986,1370
1979,EDISON 54 JT,El Paso,1986;1987,1986:27;1987:27,True,0,1986,27
1979,MIAMI/YODER 60 JT,El Paso,1986;1987,1986:148;1987:148,True,0,1986,148
1979,CANON CITY RE-1,Fremont,1986;1987,1986:3574;1987:3574,True,0,1986,3574
1979,FLORENCE RE-2(J),Fremont,1986;1987,1986:1598;1987:1598,True,0,1986,1598
1979,COTOPAXI RE-3,Fremont,1986;1987,1986:190;1987:190,True,0,1986,190
1979,ROARING FORK RE-1(J),Garfield,1986;1987,1986:3126;1987:3126,True,0,1986,3126
1979,GILPIN COUNTY RE-1,Gilpin,1986;1987,1986:267;1987:267,True,0,1986,267
1979,WEST GRAND 1(JT),Grand,1986;1987,1986:515;1987:515,True,0,1986,515
1979,EAST GRAND 2,Grand,1986;1987,1986:945;1987:945,True,0,1986,945
1979,GUNNISON WATERSHED RE1J,Gunnison,1986;1987,1986:1490;1987:1490,True,0,1986,1490
1979,HINSDALE COUNTY RE. 1,Hinsdale,1986;1987,1986:29;1987:29,True,0,1986,29
1979,HUERFANO RE-1,Huerfano,1986;1987,1986:1020;1987:1020,True,0,1986,1020
1979,LA VETA RE-2,Huerfano,1986;1987,1986:197;1987:197,True,0,1986,197
1979,NORTH PARK R-1,Jackson,1986;1987,1986:455;1987:455,True,0,1986,455
1979,JEFFERSON COUNTY R-1,Jefferson,1986;1987,1986:79190;1987:79190,True,0,1986,79190
1979,EADS RE-1,Kiowa,1986;1987,1986:301;1987:301,True,0,1986,301
1979,PLAINVIEW RE-2,Kiowa,1986;1987,1986:101;1987:101,True,0,1986,101
1979,ARRIBA-FLAGLER C-20*,Kit Carson,1986;1987,1986:181;1987:181,True,0,1986,181
1979,HI-PLAINS R-23**,Kit Carson,1986;1987,1986:58;1987:58,True,0,1986,58
1979,VONA R-3,Kit Carson,1986;1987,1986:68;1987:68,True,0,1986,68
1979,STRATTON R-4,Kit Carson,1986;1987,1986:282;1987:282,True,0,1986,282
1979,BETHUNE R-5,Kit Carson,1986;1987,1986:141;1987:141,True,0,1986,141
1979,BURLINGTON RE-6J,Kit Carson,1986;1987,1986:1036;1987:1036,True,0,1986,1036
1979,LAKE COUNTY R-1,Lake,1986;1987,1986:1931;1987:1931,True,0,1986,1931
1979,DURANGO 9-R,La Plata,1986;1987,1986:3753;1987:3753,True,0,1986,3753
1979,BAYFIELD 10 JT-R,La Plata,1986;1987,1986:521;1987:521,True,0,1986,521
1979,IGNACIO 11 JT,La Plata,1986;1987,1986:973;1987:973,True,0,1986,973
1979,POUDRE R-1,Larimer,1986;1987,1986:14751;1987:14751,True,0,1986,14751
1979,THOMPSON R-2J,Larimer,1986;1987,1986:10143;1987:10143,True,0,1986,10143
1979,PARK (ESTES PARK) R-3(J),Larimer,1986;1987,1986:1097;1987:1097,True,0,1986,1097
1979,TRINIDAD 1,Las Animas,1986;1987,1986:1831;1987:1831,True,0,1986,1831
1979,PRIMERO REORGANIZED 2,Las Animas,1986;1987,1986:243;1987:243,True,0,1986,243
1979,HOEHNE REORGANIZED 3,Las Animas,1986;1987,1986:339;1987:339,True,0,1986,339
1979,AGUILAR REORGANIZED 6,Las Animas,1986;1987,1986:211;1987:211,True,0,1986,211
1979,BRANSON REORGANIZED 82,Las Animas,1986;1987,1986:65;1987:65,True,0,1986,65
1979,KIM REORGANIZED 88,Las Animas,1986;1987,1986:105;1987:105,True,0,1986,105
1979,GENOA-HUGO C113*,Lincoln,1986;1987,1986:184;1987:184,True,0,1986,184
1979,LIMON RE-4J,Lincoln,1986;1987,1986:477;1987:477,True,0,1986,477
1979,GENOA RE 13*,Lincoln,1986;1987,1986:72;1987:72,True,0,1986,72
1979,KARVAL RE-23,Lincoln,1986;1987,1986:80;1987:80,True,0,1986,80
1979,ARRIBA RE 31*,Lincoln,1986;1987,1986:67;1987:67,True,0,1986,67
1979,VALLEY RE-1,Logan,1986;1987,1986:3299;1987:3299,True,0,1986,3299
1979,FRENCHMAN RE-3,Logan,1986;1987,1986:236;1987:236,True,0,1986,236
1979,BUFFALO RE-4(J),Logan,1986;1987,1986:272;1987:272,True,0,1986,272
1979,PLATEAU RE-5,Logan,1986;1987,1986:156;1987:156,True,0,1986,156
1979,DEBEQUE 49JT,Mesa,1986;1987,1986:118;1987:118,True,0,1986,118
1979,PLATEAU VALLEY 50,Mesa,1986;1987,1986:364;1987:364,True,0,1986,364
1979,MESA COUNTY VALLEY 51,Mesa,1986;1987,1986:15196;1987:15196,True,0,1986,15196
1979,CREEDE CONSOLIDATED 1,Mineral,1986;1987,1986:166;1987:166,True,0,1986,166
1979,MOFFAT COUNTY RE: NO 1,Moffat,1986;1987,1986:2860;1987:2860,True,0,1986,2860
1979,MONTEZUMA-CORTEZ RE-1,Montezuma,1986;1987,1986:2887;1987:2887,True,0,1986,2887
1979,MANCOS RE-6,Montezuma,1986;1987,1986:447;1987:447,True,0,1986,447
1979,MONTROSE COUNTY RE-1J,MONTROSE,1986;1987,1986:4502;1987:4502,True,0,1986,4502
1979,BRUSH RE-2(J),Morgan,1986;1987,1986:1471;1987:1471,True,0,1986,1471
1979,FORT MORGAN RE-3,Morgan,1986;1987,1986:2833;1987:2833,True,0,1986,2833
1979,WELDON VALLEY RE-20(J),Morgan,1986;1987,1986:171;1987:171,True,0,1986,171
1979,WIGGINS RE-50(J),Morgan,1986;1987,1986:460;1987:460,True,0,1986,460
1979,EAST OTERO R-1,Otero,1986;1987,1986:2596;1987:2596,True,0,1986,2596
1979,ROCKY FORD R-2,Otero,1986;1987,1986:1522;1987:1522,True,0,1986,1522
1979,MANZANOLA 3J,Otero,1986;1987,1986:303;1987:303,True,0,1986,303
1979,FOWLER R-4J,Otero,1986;1987,1986:480;1987:480,True,0,1986,480
