year,ncessch,school_code,district_code,school_name,enrollment_total_cde,enrollment_total_ccd,teacher_fte_cde,teacher_fte_ccd,status,enrollment,teacher_fte,closure_label,closure_confidence,last_year,years_to_last
2013,080345001581,5997,0900,DC MONTESSORI CHARTER SCHOOL,405.0,405.0,15.96,15.0,1.0,405.0,15.96,still_open,high,2024,11
2014,080345001581,5997,0900,DC MONTESSORI CHARTER SCHOOL,424.0,424.0,25.555,25.0,1.0,424.0,25.555,still_open,high,2024,10
2015,080345001581,5997,0900,DC MONTESSORI CHARTER SCHOOL,552.0,552.0,26.95,26.0,1.0,552.0,26.95,still_open,high,2024,9
2016,080345001581,5997,0900,DC MONTESSORI CHARTER SCHOOL,551.0,551.0,25.62,25.0,1.0,551.0,25.62,still_open,high,2024,8
2017,080345001581,5997,0900,DC MONTESSORI CHARTER SCHOOL,544.0,544.0,,26.0,1.0,544.0,26.0,still_open,high,2024,7
2018,080345001581,5997,0900,DC MONTESSORI CHARTER SCHOOL,549.0,549.0,27.62,27.0,1.0,549.0,27.62,still_open,high,2024,6
2019,080345001581,5997,0900,DC Montessori Charter School,556.0,556.0,26.6,26.0,1.0,556.0,26.6,still_open,high,2024,5
2020,080345001581,5997,0900,DC Montessori Charter School,528.0,528.0,,26.0,1.0,528.0,26.0,still_open,high,2024,4
2021,080345001581,5997,0900,DC Montessori Charter School,498.0,498.0,,27.0,1.0,498.0,27.0,still_open,high,2024,3
2022,080345001581,5997,0900,DC Montessori Charter School,442.0,442.0,27.0,27.0,1.0,442.0,27.0,still_open,high,2024,2
2023,080345001581,5997,0900,DC Montessori Charter School,546.0,546.0,27.5,27.0,1.0,546.0,27.5,still_open,high,2024,1
2024,080345001581,5997,0900,DC Montessori Charter School,547.0,547.0,28.6,28.0,1.0,547.0,28.6,still_open,high,2024,0
1997,080345001582,6773,0900,PARKER VISTA WEST MIDDLE SCHL,,694.0,,41.0,3.0,694.0,41.0,still_open,high,2024,27
1998,080345001582,6773,0900,PARKER VISTA WEST MIDDLE SCHL,,742.0,,41.0,1.0,742.0,41.0,still_open,high,2024,26
1999,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,,760.0,,48.0,1.0,760.0,48.0,still_open,high,2024,25
2000,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,,756.0,50.697,51.0,1.0,756.0,50.697,still_open,high,2024,24
2001,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,798.0,798.0,51.9959,52.0,1.0,798.0,51.9959,still_open,high,2024,23
2002,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,915.0,915.0,57.3949,57.0,1.0,915.0,57.3949,still_open,high,2024,22
2003,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,985.0,985.0,60.0078,60.0,1.0,985.0,60.0078,still_open,high,2024,21
2004,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,1078.0,1078.0,62.1454,62.0,1.0,1078.0,62.1454,still_open,high,2024,20
2005,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,1136.0,1136.0,65.2988,66.0,1.0,1136.0,65.2988,still_open,high,2024,19
2006,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,1165.0,1165.0,67.6781,67.0,1.0,1165.0,67.6781,still_open,high,2024,18
2007,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,1241.0,1241.0,76.0678,76.0,1.0,1241.0,76.0678,still_open,high,2024,17
2008,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,976.0,976.0,62.3988,62.0,1.0,976.0,62.3988,still_open,high,2024,16
2009,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,987.0,987.0,56.5186,56.0,1.0,987.0,56.5186,still_open,high,2024,15
2010,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,977.0,977.0,52.339,52.0,1.0,977.0,52.339,still_open,high,2024,14
2011,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,951.0,951.0,47.4,47.0,1.0,951.0,47.4,still_open,high,2024,13
2012,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,1025.0,1025.0,51.23,51.0,1.0,1025.0,51.23,still_open,high,2024,12
2013,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,1053.0,1053.0,54.08,54.0,1.0,1053.0,54.08,still_open,high,2024,11
2014,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,968.0,968.0,54.0687,54.0,1.0,968.0,54.0687,still_open,high,2024,10
2015,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,972.0,972.0,49.01,49.0,1.0,972.0,49.01,still_open,high,2024,9
2016,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,951.0,951.0,50.57,50.0,1.0,951.0,50.57,still_open,high,2024,8
2017,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,859.0,859.0,,46.0,1.0,859.0,46.0,still_open,high,2024,7
2018,080345001582,6773,0900,SIERRA MIDDLE SCHOOL,857.0,857.0,48.43,48.0,1.0,857.0,48.43,still_open,high,2024,6
2019,080345001582,6773,0900,Sierra Middle School,875.0,875.0,48.4,48.0,1.0,875.0,48.4,still_open,high,2024,5
2020,080345001582,6773,0900,Sierra Middle School,804.0,804.0,,46.0,1.0,804.0,46.0,still_open,high,2024,4
2021,080345001582,6773,0900,Sierra Middle School,761.0,761.0,,41.0,1.0,761.0,41.0,still_open,high,2024,3
2022,080345001582,6773,0900,Sierra Middle School,779.0,779.0,43.9,43.0,1.0,779.0,43.9,still_open,high,2024,2
2023,080345001582,6773,0900,Sierra Middle School,784.0,784.0,49.0,48.0,1.0,784.0,49.0,still_open,high,2024,1
2024,080345001582,6773,0900,Sierra Middle School,805.0,805.0,50.6,50.0,1.0,805.0,50.6,still_open,high,2024,0
1997,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,,726.0,,31.0,3.0,726.0,31.0,still_open,high,2024,27
1998,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,,585.0,,31.0,1.0,585.0,31.0,still_open,high,2024,26
1999,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,,779.0,,37.0,1.0,779.0,37.0,still_open,high,2024,25
2000,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,,743.0,37.4986,37.0,1.0,743.0,37.4986,still_open,high,2024,24
2001,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,739.0,739.0,39.7268,39.0,1.0,739.0,39.7268,still_open,high,2024,23
2002,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,645.0,645.0,38.2283,38.0,1.0,645.0,38.2283,still_open,high,2024,22
2003,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,644.0,644.0,32.782900000000005,33.0,1.0,644.0,32.782900000000005,still_open,high,2024,21
2004,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,618.0,618.0,33.7823,34.0,1.0,618.0,33.7823,still_open,high,2024,20
2005,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,663.0,663.0,35.0329,35.0,1.0,663.0,35.0329,still_open,high,2024,19
2006,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,671.0,671.0,38.9821,39.0,1.0,671.0,38.9821,still_open,high,2024,18
2007,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,708.0,708.0,39.4824,39.0,1.0,708.0,39.4824,still_open,high,2024,17
2008,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,675.0,675.0,41.9848,42.0,1.0,675.0,41.9848,still_open,high,2024,16
2009,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,668.0,668.0,38.5221,38.0,1.0,668.0,38.5221,still_open,high,2024,15
2010,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,571.0,571.0,29.283,29.0,1.0,571.0,29.283,still_open,high,2024,14
2011,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,548.0,548.0,27.48,27.0,1.0,548.0,27.48,still_open,high,2024,13
2012,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,579.0,579.0,30.28,30.0,1.0,579.0,30.28,still_open,high,2024,12
2013,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,579.0,579.0,29.54,29.0,1.0,579.0,29.54,still_open,high,2024,11
2014,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,604.0,604.0,30.1968,30.0,1.0,604.0,30.1968,still_open,high,2024,10
2015,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,556.0,556.0,29.3,29.0,1.0,556.0,29.3,still_open,high,2024,9
2016,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,518.0,518.0,27.8,27.0,1.0,518.0,27.8,still_open,high,2024,8
2017,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,488.0,488.0,,25.0,1.0,488.0,25.0,still_open,high,2024,7
2018,080345001583,6961,0900,PIONEER ELEMENTARY SCHOOL,473.0,473.0,28.5,28.0,1.0,473.0,28.5,still_open,high,2024,6
2019,080345001583,6961,0900,Pioneer Elementary School,483.0,483.0,28.5,28.0,1.0,483.0,28.5,still_open,high,2024,5
2020,080345001583,6961,0900,Pioneer Elementary School,417.0,417.0,,27.0,1.0,417.0,27.0,still_open,high,2024,4
2021,080345001583,6961,0900,Pioneer Elementary School,438.0,438.0,,29.0,1.0,438.0,29.0,still_open,high,2024,3
2022,080345001583,6961,0900,Pioneer Elementary School,440.0,440.0,28.5,28.0,1.0,440.0,28.5,still_open,high,2024,2
2023,080345001583,6961,0900,Pioneer Elementary School,464.0,464.0,30.5,30.0,1.0,464.0,30.5,still_open,high,2024,1
2024,080345001583,6961,0900,Pioneer Elementary School,449.0,449.0,30.3,30.0,1.0,449.0,30.3,still_open,high,2024,0
1997,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,,280.0,,10.0,3.0,280.0,10.0,still_open,high,2024,27
1998,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,,359.0,,19.0,1.0,359.0,19.0,still_open,high,2024,26
1999,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,,384.0,,22.0,1.0,384.0,22.0,still_open,high,2024,25
2000,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,,396.0,25.5865,25.0,1.0,396.0,25.5865,still_open,high,2024,24
2001,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,413.0,413.0,26.4661,26.0,1.0,413.0,26.4661,still_open,high,2024,23
2002,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,425.0,425.0,26.8854,26.0,1.0,425.0,26.8854,still_open,high,2024,22
2003,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,471.0,471.0,21.4221,22.0,1.0,471.0,21.4221,still_open,high,2024,21
2004,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,522.0,522.0,26.6959,27.0,1.0,522.0,26.6959,still_open,high,2024,20
2005,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,515.0,515.0,25.5355,26.0,1.0,515.0,25.5355,still_open,high,2024,19
2006,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,516.0,516.0,26.9687,27.0,1.0,516.0,26.9687,still_open,high,2024,18
2007,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,507.0,507.0,27.2744,27.0,1.0,507.0,27.2744,still_open,high,2024,17
2008,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,508.0,508.0,29.3348,29.0,1.0,508.0,29.3348,still_open,high,2024,16
2009,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,507.0,507.0,28.0102,28.0,1.0,507.0,28.0102,still_open,high,2024,15
2010,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,520.0,520.0,26.394,26.0,1.0,520.0,26.394,still_open,high,2024,14
2011,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,514.0,514.0,23.23,23.0,1.0,514.0,23.23,still_open,high,2024,13
2012,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,574.0,574.0,28.61,28.0,1.0,574.0,28.61,still_open,high,2024,12
2013,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,580.0,580.0,26.98,26.0,1.0,580.0,26.98,still_open,high,2024,11
2014,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,574.0,574.0,28.1852,28.0,1.0,574.0,28.1852,still_open,high,2024,10
2015,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,607.0,607.0,28.55,28.0,1.0,607.0,28.55,still_open,high,2024,9
2016,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,610.0,610.0,30.38,30.0,1.0,610.0,30.38,still_open,high,2024,8
2017,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,600.0,600.0,,26.0,1.0,600.0,26.0,still_open,high,2024,7
2018,080345001584,7047,0900,PLATTE RIVER CHARTER ACADEMY,574.0,574.0,27.99,27.0,1.0,574.0,27.99,still_open,high,2024,6
2019,080345001584,7047,0900,Platte River Charter Academy,565.0,565.0,28.7,28.0,1.0,565.0,28.7,still_open,high,2024,5
2020,080345001584,7047,0900,Platte River Charter Academy,542.0,542.0,,28.0,1.0,542.0,28.0,still_open,high,2024,4
2021,080345001584,7047,0900,Platte River Charter Academy,543.0,473.0,,27.0,1.0,543.0,27.0,still_open,high,2024,3
2022,080345001584,7047,0900,Platte River Charter Academy,567.0,477.0,28.5,28.0,1.0,567.0,28.5,still_open,high,2024,2
2023,080345001584,7047,0900,Platte River Charter Academy,643.0,475.0,30.7,30.0,1.0,643.0,30.7,still_open,high,2024,1
2024,080345001584,7047,0900,Platte River Charter Academy,736.0,475.0,33.5,33.0,1.0,736.0,33.5,still_open,high,2024,0
1997,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,,491.0,,28.0,3.0,491.0,28.0,still_open,high,2024,27
1998,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,,688.0,,34.0,1.0,688.0,34.0,still_open,high,2024,26
1999,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,,799.0,,40.0,1.0,799.0,40.0,still_open,high,2024,25
2000,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,,869.0,43.2913,44.0,1.0,869.0,43.2913,still_open,high,2024,24
2001,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,668.0,668.0,37.5233,37.0,1.0,668.0,37.5233,still_open,high,2024,23
2002,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,701.0,701.0,38.5912,38.0,1.0,701.0,38.5912,still_open,high,2024,22
2003,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,685.0,685.0,39.3999,39.0,1.0,685.0,39.3999,still_open,high,2024,21
2004,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,691.0,691.0,36.887,37.0,1.0,691.0,36.887,still_open,high,2024,20
2005,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,669.0,669.0,37.6371,38.0,1.0,669.0,37.6371,still_open,high,2024,19
2006,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,668.0,668.0,37.799,37.0,1.0,668.0,37.799,still_open,high,2024,18
2007,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,664.0,664.0,38.098,38.0,1.0,664.0,38.098,still_open,high,2024,17
2008,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,638.0,638.0,,35.0,1.0,638.0,35.0,still_open,high,2024,16
2009,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,616.0,616.0,35.8594,35.0,1.0,616.0,35.8594,still_open,high,2024,15
2010,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,607.0,607.0,30.599,30.0,1.0,607.0,30.599,still_open,high,2024,14
2011,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,527.0,527.0,28.1,28.0,1.0,527.0,28.1,still_open,high,2024,13
2012,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,512.0,512.0,27.3,27.0,1.0,512.0,27.3,still_open,high,2024,12
2013,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,485.0,485.0,27.17,27.0,1.0,485.0,27.17,still_open,high,2024,11
2014,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,508.0,508.0,26.4091,26.0,1.0,508.0,26.4091,still_open,high,2024,10
2015,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,480.0,480.0,25.5,25.0,1.0,480.0,25.5,still_open,high,2024,9
2016,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,432.0,432.0,23.1,23.0,1.0,432.0,23.1,still_open,high,2024,8
2017,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,418.0,418.0,,24.0,1.0,418.0,24.0,still_open,high,2024,7
2018,080345001585,8897,0900,TRAILBLAZER ELEMENTARY SCHOOL,420.0,420.0,23.6,23.0,1.0,420.0,23.6,still_open,high,2024,6
2019,080345001585,8897,0900,Trailblazer Elementary School,413.0,413.0,26.3,26.0,1.0,413.0,26.3,still_open,high,2024,5
2020,080345001585,8897,0900,Trailblazer Elementary School,351.0,351.0,,25.0,1.0,351.0,25.0,still_open,high,2024,4
2021,080345001585,8897,0900,Trailblazer Elementary School,310.0,310.0,,22.0,1.0,310.0,22.0,still_open,high,2024,3
2022,080345001585,8897,0900,Trailblazer Elementary School,312.0,312.0,21.5,21.0,1.0,312.0,21.5,still_open,high,2024,2
2023,080345001585,8897,0900,Trailblazer Elementary School,314.0,314.0,21.5,21.0,1.0,314.0,21.5,still_open,high,2024,1
2024,080345001585,8897,0900,Trailblazer Elementary School,330.0,330.0,22.5,22.0,1.0,330.0,22.5,still_open,high,2024,0
1998,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,,386.0,,21.0,3.0,386.0,21.0,still_open,high,2024,26
1999,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,,529.0,,30.0,1.0,529.0,30.0,still_open,high,2024,25
2000,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,,671.0,37.1514,37.0,1.0,671.0,37.1514,still_open,high,2024,24
2001,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,634.0,634.0,38.8675,38.0,1.0,634.0,38.8675,still_open,high,2024,23
2002,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,680.0,680.0,40.4672,40.0,1.0,680.0,40.4672,still_open,high,2024,22
2003,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,699.0,699.0,36.6009,37.0,1.0,699.0,36.6009,still_open,high,2024,21
2004,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,686.0,686.0,37.2019,37.0,1.0,686.0,37.2019,still_open,high,2024,20
2005,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,721.0,721.0,38.9192,39.0,1.0,721.0,38.9192,still_open,high,2024,19
2006,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,674.0,674.0,39.0651,39.0,1.0,674.0,39.0651,still_open,high,2024,18
2007,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,655.0,655.0,39.7985,39.0,1.0,655.0,39.7985,still_open,high,2024,17
2008,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,647.0,647.0,38.3983,38.0,1.0,647.0,38.3983,still_open,high,2024,16
2009,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,645.0,645.0,34.4791,34.0,1.0,645.0,34.4791,still_open,high,2024,15
2010,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,553.0,553.0,27.799,27.0,1.0,553.0,27.799,still_open,high,2024,14
2011,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,546.0,546.0,26.4,26.0,1.0,546.0,26.4,still_open,high,2024,13
2012,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,510.0,510.0,25.75,25.0,1.0,510.0,25.75,still_open,high,2024,12
2013,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,490.0,490.0,25.92,25.0,1.0,490.0,25.92,still_open,high,2024,11
2014,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,506.0,506.0,27.1025,27.0,1.0,506.0,27.1025,still_open,high,2024,10
2015,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,473.0,473.0,23.7,23.0,1.0,473.0,23.7,still_open,high,2024,9
2016,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,478.0,478.0,21.9,21.0,1.0,478.0,21.9,still_open,high,2024,8
2017,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,477.0,477.0,,24.0,1.0,477.0,24.0,still_open,high,2024,7
2018,080345001638,4292,0900,IRON HORSE ELEMENTARY SCHOOL,454.0,454.0,25.2,25.0,1.0,454.0,25.2,still_open,high,2024,6
2019,080345001638,4292,0900,Iron Horse Elementary School,460.0,460.0,26.2,26.0,1.0,460.0,26.2,still_open,high,2024,5
2020,080345001638,4292,0900,Iron Horse Elementary School,452.0,452.0,,27.0,1.0,452.0,27.0,still_open,high,2024,4
2021,080345001638,4292,0900,Iron Horse Elementary School,457.0,457.0,,25.0,1.0,457.0,25.0,still_open,high,2024,3
2022,080345001638,4292,0900,Iron Horse Elementary School,448.0,448.0,27.0,27.0,1.0,448.0,27.0,still_open,high,2024,2
2023,080345001638,4292,0900,Iron Horse Elementary School,449.0,449.0,25.5,25.0,1.0,449.0,25.5,still_open,high,2024,1
2024,080345001638,4292,0900,Iron Horse Elementary School,430.0,430.0,27.5,27.0,1.0,430.0,27.5,still_open,high,2024,0
1998,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMEN SCHOOL,,474.0,,20.0,3.0,474.0,20.0,still_open,high,2024,26
1999,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMEN SCHOOL,,582.0,,26.0,1.0,582.0,26.0,still_open,high,2024,25
2000,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMEN SCHOOL,,669.0,35.3649,35.0,1.0,669.0,35.3649,still_open,high,2024,24
2001,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMEN SCHOOL,,687.0,36.2756,36.0,1.0,687.0,36.2756,still_open,high,2024,23
2002,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,719.0,719.0,38.8651,38.0,1.0,719.0,38.8651,still_open,high,2024,22
2003,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,768.0,768.0,37.7316,38.0,1.0,768.0,37.7316,still_open,high,2024,21
2004,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,790.0,790.0,38.9319,39.0,1.0,790.0,38.9319,still_open,high,2024,20
2005,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,529.0,529.0,28.4317,29.0,1.0,529.0,28.4317,still_open,high,2024,19
2006,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,486.0,486.0,25.4317,25.0,1.0,486.0,25.4317,still_open,high,2024,18
2007,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,527.0,527.0,26.6613,26.0,1.0,527.0,26.6613,still_open,high,2024,17
2008,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,540.0,540.0,27.501,27.0,1.0,540.0,27.501,still_open,high,2024,16
2009,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,601.0,601.0,29.799,29.0,1.0,601.0,29.799,still_open,high,2024,15
2010,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,604.0,604.0,30.299,30.0,1.0,604.0,30.299,still_open,high,2024,14
2011,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,607.0,607.0,29.4,29.0,1.0,607.0,29.4,still_open,high,2024,13
2012,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,599.0,599.0,30.6,30.0,1.0,599.0,30.6,still_open,high,2024,12
2013,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,610.0,610.0,30.82,30.0,1.0,610.0,30.82,still_open,high,2024,11
2014,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,628.0,628.0,30.5144,30.0,1.0,628.0,30.5144,still_open,high,2024,10
2015,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,637.0,637.0,30.5,30.0,1.0,637.0,30.5,still_open,high,2024,9
2016,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,585.0,585.0,32.5,32.0,1.0,585.0,32.5,still_open,high,2024,8
2017,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,581.0,581.0,,32.0,1.0,581.0,32.0,still_open,high,2024,7
2018,080345001639,9592,0900,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,551.0,551.0,31.0,31.0,1.0,551.0,31.0,still_open,high,2024,6
2019,080345001639,9592,0900,Wildcat Mountain Elementary School,525.0,525.0,30.0,30.0,1.0,525.0,30.0,still_open,high,2024,5
2020,080345001639,9592,0900,Wildcat Mountain Elementary School,465.0,465.0,,30.0,1.0,465.0,30.0,still_open,high,2024,4
2021,080345001639,9592,0900,Wildcat Mountain Elementary School,462.0,462.0,,30.0,1.0,462.0,30.0,still_open,high,2024,3
2022,080345001639,9592,0900,Wildcat Mountain Elementary School,438.0,438.0,29.2,29.0,1.0,438.0,29.2,still_open,high,2024,2
2023,080345001639,9592,0900,Wildcat Mountain Elementary School,416.0,416.0,31.4,31.0,1.0,416.0,31.4,still_open,high,2024,1
2024,080345001639,9592,0900,Wildcat Mountain Elementary School,423.0,423.0,28.5,28.0,1.0,423.0,28.5,still_open,high,2024,0
1999,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,,478.0,,25.0,3.0,478.0,25.0,still_open,high,2024,25
2000,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,,627.0,36.8328,36.0,1.0,627.0,36.8328,still_open,high,2024,24
2001,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,617.0,617.0,36.5352,36.0,1.0,617.0,36.5352,still_open,high,2024,23
2002,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,682.0,682.0,38.0359,38.0,1.0,682.0,38.0359,still_open,high,2024,22
2003,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,780.0,780.0,37.0362,37.0,1.0,780.0,37.0362,still_open,high,2024,21
2004,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,799.0,799.0,41.2263,41.0,1.0,799.0,41.2263,still_open,high,2024,20
2005,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,813.0,813.0,38.5622,39.0,1.0,813.0,38.5622,still_open,high,2024,19
2006,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,834.0,834.0,41.1794,41.0,1.0,834.0,41.1794,still_open,high,2024,18
2007,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,603.0,603.0,34.0188,34.0,1.0,603.0,34.0188,still_open,high,2024,17
2008,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,611.0,611.0,34.0988,34.0,1.0,611.0,34.0988,still_open,high,2024,16
2009,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,611.0,611.0,31.9988,32.0,1.0,611.0,31.9988,still_open,high,2024,15
2010,080345001680,7562,0900,SADDLE RANCH ELEMENTARY SCHOOL,611.0,611.0,29.599,29.0,1.0,611.0,29.599,still_open,high,2024,14
